,Company,0216price,0216amt,0516price,0516amt,0816price,0816amt,1116price,1116amt,0216-0516chng,0516-0816chng
2380,RLJ LODGING TR,21.6300967339,11537119,22.8799937463,11078281,21.4500222259,12163717,21.0299518965,12589520,-458838,1085436
2381,RMG NETWORKS HLDG CORP,0.74956275506,24014,1.17695220551,19542,0.981123189828,25481,0.87597356845,52513,-4472,5939
2382,RMR GROUP INC,14.4449332747,13638,25.0104536902,76528,30.9685149988,96808,37.9371665679,60732,62890,20280
2383,ROBERT HALF INTL INC,47.1396668583,1022748,46.578997851,927886,38.1601171039,976910,37.8604726128,645264,-94862,49024
2384,ROCKET FUEL INC,3.49140612667,107693,3.14957695031,53658,2.22190287742,90463,2.63890994542,422144,-54035,36805
2385,ROCKWELL AUTOMATION INC,102.610256019,1258344,113.750238171,955198,114.818945308,659055,122.339852669,557112,-303146,-296143
2386,ROCKWELL COLLINS INC,92.3002133073,641797,92.2104807181,637151,85.1400392147,694127,84.3400435684,952525,-4646,56976
2387,ROFIN SINAR TECHNOLOGIES INC,26.7703227987,29585,32.2252639812,102280,31.9387023869,90705,32.1804061314,73523,72695,-11575
2388,ROGERS COMMUNICATIONS INC,34.4597084365,1196789,40.0201498084,1703242,40.3995675976,1729870,42.4210540062,536031,506453,26628
2389,ROGERS CORP,51.6017042765,12674,59.9242593005,4489,61.0926812083,34063,61.0799645913,125393,-8185,29574
2390,ROKA BIOSCIENCE INC,1.22199592668,24550,0.711035267349,21096,0.567268601683,10577,0.685602350637,10210,-3454,-10519
2391,ROLLINS INC,25.9003661287,486441,27.1206436889,1125637,29.2696805565,850573,29.280564743,846261,639196,-275064
2392,ROPER TECHNOLOGIES INC,189.789788197,377191,182.770351718,671958,170.559135872,1000222,182.469473435,1207391,294767,328264
2393,ROSS STORES INC,53.8104234246,1204748,57.8999230121,4918953,56.6900001642,5481390,64.2999792216,6266114,3714205,562437
2394,ROWAN COMPANIES PLC,16.9499931104,3548851,16.1000872778,1835518,17.6597191551,1854333,15.1601714012,2672793,-1713333,18815
2395,ROYAL BANCSHARES PA INC,2.08877740974,114421,2.13374494938,132162,2.26189020663,98148,2.35935053514,93246,17741,-34014
2396,ROYAL BK CDA MONTREAL QUE,53.5804243505,958783,57.5600993146,2342456,59.0897501826,2314090,61.9592696145,1015409,1383673,-28366
2397,ROYAL BK SCOTLAND GROUP PLC,10.7802122213,354724,15.4193435439,376994,16.4259858556,1147024,12.7903207473,1187695,22270,770030
2398,ROYAL CARIBBEAN CRUISES LTD,101.211582177,845506,82.149321149,766884,67.1506101553,507084,74.9504858094,578622,-78622,-259800
2399,ROYAL DUTCH SHELL PLC,45.8463077934,1554978,48.6258013495,1485775,55.4697965738,1578066,50.8402309682,1953689,-69203,92291
2400,ROYAL GOLD INC,36.4733745893,130890,51.2894969365,482126,72.0206638896,884635,77.429379606,788370,351236,402509
2401,RPC INC,11.9573749691,92997,14.1804033992,156272,15.5298787318,164264,16.8007979089,116304,63275,7992
2402,RPM INTL INC,44.0597160356,1724160,47.3299876889,3106128,49.9498927226,3596284,53.7199243206,3721487,1381968,490156
2403,RPX CORP,11.0062254978,123203,11.2578965885,196129,9.16912746472,180497,10.6886721473,289746,72926,-15632
2404,RSP PERMIAN INC,24.3898451558,2630193,29.0400196415,2647450,34.8903255478,2470083,38.7801547565,2987920,17257,-177367
2405,RTI SURGICAL INC,3.95842232664,35115,4.00811945228,58132,3.59889568133,40568,3.1236764083,37776,23017,-17564
2406,RUBICON PROJ INC,16.4215524632,15163,18.2894736842,30400,13.6550275329,62834,8.2780607884,233992,15237,32434
2407,RUBICON TECHNOLOGY INC,1.13378684807,52038,0.738825267824,51433,0.677680501117,54598,0.630430071514,50759,-605,3165
2408,RUBY TUESDAY INC,5.50811056648,39578,5.39732084796,15378,3.61528614101,84364,2.50257618136,190204,-24200,68986
2409,RUDOLPH TECHNOLOGIES INC,14.2160509133,24198,13.65089422,34723,15.5258942872,46825,17.7460197041,97543,10525,12102
2410,RUTHS HOSPITALITY GROUP INC,15.9351235367,31691,18.4248145039,44071,15.9532197037,84309,14.1167316617,107957,12380,40238
2411,RYANAIR HLDGS PLC,86.4696472173,59385,85.8216584074,102713,69.5427538104,77420,75.0345099586,101420,43328,-25293
2412,RYDER SYS INC,56.8306683181,357659,64.7805193822,383109,61.140981775,429630,65.9501670273,370598,25450,46521
2413,RYDEX ETF TRUST,61.6820314087,901089,75.5473254208,2070980,69.9954621667,2029603,78.608297846,1226728,1169891,-41377
2414,RYERSON HLDG CORP,4.66094270194,28535,5.5729492799,31940,17.4926487948,46591,11.2829736211,83400,3405,14651
2415,RYMAN HOSPITALITY PPTYS INC,51.633310329,86940,51.4768111036,94528,50.6533247854,151303,48.1565441894,127044,7588,56775
2416,S & T BANCORP INC,30.8187387833,48477,25.7585720996,53225,24.4420023495,52778,28.9940529339,59357,4748,-447
2417,SABRA HEALTH CARE REIT INC,20.2335252719,125040,20.0894565895,91441,20.6372902584,178851,25.1807590853,243003,-33599,87410
2418,SABRE CORP,27.9700395603,7870779,28.9200149258,6887410,26.7900989766,6899004,28.1796675235,2195945,-983369,11594
2419,SAFE BULKERS INC,0.812151163795,115742,0.799250595141,116359,1.05146494643,175945,1.41206675225,179170,617,59586
2420,SAFETY INS GROUP INC,56.3627841575,25602,57.0647740251,24516,61.5715052801,16761,67.2002416188,19866,-1086,-7755
2421,SAGE THERAPEUTICS INC,58.2871110275,31911,32.0583934244,79324,30.1275578544,145581,46.0479003467,311480,47413,66257
2422,SALEM MEDIA GROUP INC,4.99597099114,12410,5.73427375423,17439,7.21749911442,45168,5.86832935999,21812,5029,27729
2423,SALESFORCE COM INC,78.4000982425,2068352,73.830130084,2703869,79.4098484714,3335279,71.3297888687,2342808,635517,631410
2424,SALLY BEAUTY HLDGS INC,27.8900695823,3639575,32.3798713145,2762704,29.4098551746,2680054,25.6800263769,4085393,-876871,-82650
2425,SANCHEZ ENERGY CORP,4.31015881804,950081,5.49084073867,593716,7.06091337876,605729,8.84070902866,158019,-356365,12013
2426,SANDERSON FARMS INC,77.5151370027,87699,90.1815923456,154577,86.638177776,75117,96.3368819684,99287,66878,-79460
2427,SANDSTORM GOLD LTD,2.62928397569,153654,3.28678445701,59937,4.44669390116,27661,5.03119483731,559708,-93717,-32276
2428,SANDY SPRING BANCORP INC,26.9590340727,548944,27.8293866613,532854,29.0605364502,592040,30.5798455964,624856,-16090,59186
2429,SANFILIPPO JOHN B & SON INC,54.0709290709,8008,69.0861139778,17442,42.6305353602,42364,51.3267824931,84264,9434,24922
2430,SANGAMO BIOSCIENCES INC,9.13123322503,176975,6.04891733146,68442,5.79122017205,94626,4.63243019517,125636,-108533,26184
2431,SANMINA CORPORATION,20.5858558349,124843,23.378994009,128192,26.8097426381,205858,28.4722789255,122470,3349,77666
2432,SANOFI,32.4425245331,1374369,29.4151040084,1303548,30.4195171444,1348312,29.143617018,1640119,-70821,44764
2433,SANTANDER CONSUMER USA HDG I,15.8501626025,3035931,10.4894358709,1358891,10.330554179,1103813,12.1600784973,1255584,-1677040,-255078
2434,SAP SE,79.0997434833,2254824,80.4204626736,1870606,75.0196944869,1871082,91.4105729458,1523303,-384218,476
2435,SAREPTA THERAPEUTICS INC,38.629492778,14885,19.5167367111,114927,19.0684871971,441776,61.4100493669,282983,100042,326849
2436,SASOL LTD,26.8199233716,12528,29.5393458765,37577,27.1083352408,30581,27.2991824103,21649,25049,-6996
2437,SAUL CTRS INC,51.2838476898,28547,53.0410555643,19023,61.7185949593,15117,66.59822918,15586,-9524,-3906
2438,SBA COMMUNICATIONS CORP,105.070138009,2531509,100.170106775,2203322,107.939701823,2353703,112.159848863,2424290,-328187,150381
2439,SCANA CORP NEW,60.4899198686,3504369,70.1498772,3674675,75.6599994769,2714737,72.3699446107,3735197,170306,-959938
2440,SCANSOURCE INC,32.2321571987,18677,40.3971823814,23566,37.1240263631,41725,36.4958107442,81160,4889,18159
2441,SCHEIN HENRY INC,158.189747224,1615465,172.629760984,1525131,176.800040092,1476606,162.9805203,1180049,-90334,-48525
2442,SCHLUMBERGER LTD,69.7496746941,2496112,73.749810609,3953461,79.0801310277,4739762,78.6400921189,4695671,1457349,786301
2443,SCHNITZER STL INDS,14.3717068868,258494,18.4388574808,426111,17.6009902365,345776,20.8987968052,350068,167617,-80335
2444,SCHOLASTIC CORP,38.5627822077,52045,37.379252415,19048,39.5981947882,13738,39.3700787402,26543,-32997,-5310
2445,SCHULMAN A INC,30.6380586527,74711,27.2150353918,8194,24.4198953433,18919,29.1134700904,139420,-66517,10725
2446,SCHWAB CHARLES CORP NEW,32.9299241262,11165255,28.020020949,5844678,25.3099844436,5420272,31.569956296,4455882,-5320577,-424406
2447,SCHWAB STRATEGIC TR,39.809974972,596132,40.8538951513,633942,43.1564928014,569138,43.3693800849,247179,37810,-64804
2448,SCHWEITZER-MAUDUIT INTL INC,41.9909110582,115525,31.4761832157,222994,35.2789971377,161059,38.5618865625,169027,107469,-61935
2449,SCICLONE PHARMACEUTICALS INC,9.20055196143,279005,10.9996724353,399921,13.059783213,296789,10.2527715637,322742,120916,-103132
2450,SCIENCE APPLICATNS INTL CP N,45.7779409625,144349,53.3445066292,167065,58.3498670852,180943,69.3688913132,337327,22716,13878
2451,SCIENTIFIC GAMES CORP,8.97192832243,163510,9.43270891457,7527,9.18266438539,63707,11.2744611106,80536,-155983,56180
2452,SCORPIO BULKERS INC,9.89016498825,1336277,3.27964241318,189045,2.79651537236,59002,3.4554441724,108235,-1147232,-130043
2453,SCORPIO TANKERS INC,8.01961512121,191281,5.83000699312,832246,4.19996737889,613100,4.62990429316,421391,640965,-219146
2454,SCOTTS MIRACLE GRO CO,64.5135825859,101343,72.7677639363,215535,69.9119066687,138603,83.2723614414,153076,114192,-76932
2455,SCRIPPS E W CO OHIO,18.9989785495,29370,15.5919821288,132504,15.84219751,132368,15.8979595093,376086,103134,-136
2456,SCRIPPS NETWORKS INTERACT IN,55.2100111026,3069552,65.5000430091,1964701,62.2704979879,1272320,63.4903407185,1612387,-1104851,-692381
2457,SEABOARD CORP,2894.23076923,208,3000.0,236,2873.94957983,238,3439.56043956,273,28,2
2458,SEACOR HOLDINGS INC,52.5504964053,11684,54.4634224944,12412,57.9805850888,15143,59.4921835087,78296,728,2731
2459,SEADRILL LIMITED,3.39003782452,4594639,3.29990309863,2929783,3.23996127756,2317003,2.36969180383,2715965,-1664856,-612780
2460,SEADRILL PARTNERS LLC,3.65017495612,2568644,3.48200001448,138139,5.37181377712,18988,3.52798343133,210035,-2430505,-119151
2461,SEAGATE TECHNOLOGY PLC,36.6602498951,1866463,34.44970012,1609477,24.3599512728,6549931,38.54996566,2454866,-256986,4940454
2462,SEALED AIR CORP NEW,44.5992603241,406935,48.0095085289,490507,45.9701380654,586968,45.8192963511,927906,83572,96461
2463,SEARS CDA INC,5.11164645626,98794,2.79349116558,100233,2.96925677219,109455,2.4545516776,102259,1439,9222
2464,SEARS HLDGS CORP,20.5580490255,286749,10.3723693382,156377,9.09584458912,456802,4.69917694653,250895,-130372,300425
2465,SEASPINE HLDGS CORP,17.1661741945,21321,14.6759990969,13287,10.4731486296,13463,10.0725952813,11020,-8034,176
2466,SEATTLE GENETICS INC,44.8785747292,194770,35.0893764494,307016,40.4113714831,340325,54.0102405507,1350318,112246,33309
2467,SEAWORLD ENTMT INC,19.6866768335,93769,21.0344330788,13882,14.3330311217,219493,13.481848005,91753,-79887,205611
2468,SEI INVESTMENTS CO,52.4000920039,1282555,43.0502107115,1869143,48.1095204404,1790789,45.609470343,1221413,586588,-78354
2469,SELECT COMFORT CORP,21.4048107742,98903,19.3902152182,68024,21.3855322512,60742,21.5989928038,290708,-30879,-7282
2470,SELECT INCOME REIT,19.8148618942,133738,23.0535947373,153989,25.9904164828,97459,26.9001760058,480666,20251,-56530
2471,SELECT MED HLDGS CORP,11.9039379888,101143,11.8044387263,62180,10.8797252353,92006,13.4972428795,98835,-38963,29826
2472,SELECT SECTOR SPDR TR,51.5023145954,80278392,51.0778317527,93534589,52.6411904083,89876254,51.4912700821,98973554,13256197,-3658335
2473,SELECTIVE INS GROUP INC,33.5862635956,74197,36.607304328,105061,38.2117456667,93924,39.8566897686,85130,30864,-11137
2474,SEMGROUP CORP,28.8597900831,2574447,22.3999282168,3031349,32.5597237787,2336967,35.360080981,3777678,456902,-694382
2475,SEMPRA ENERGY,94.0102180303,3594822,104.050059941,3370839,114.019695198,2931476,107.189863893,3099099,-223983,-439363
2476,SEMTECH CORP,18.9198712107,2057625,21.9899425997,2024380,23.8602412543,1742145,27.7296579157,2139911,-33245,-282235
2477,SENIOR HSG PPTYS TR,14.8397439841,3494939,17.8898234848,3906858,20.8302070828,1386112,22.7100318142,3230951,411919,-2520746
2478,SENOMYX INC,3.76134889754,15420,2.61780104712,20628,2.75412327076,94767,4.26154037576,128592,5208,74139
2479,SENSATA TECHNOLOGIES HLDG NV,46.0599885284,4600913,38.8401655407,4306856,34.8898607758,4139942,38.7801050519,3928535,-294057,-166914
2480,SENSIENT TECHNOLOGIES CORP,62.8232984438,181334,63.4606078761,130191,71.0427276451,129401,75.8002513263,161543,-51143,-790
2481,SEQUENTIAL BRNDS GROUP INC N,7.91694518717,47872,6.38470163199,32108,7.97456478682,19186,7.98339453936,12526,-15764,-12922
2482,SERES THERAPEUTICS INC,35.07028255,21129,26.56065551,57604,29.0470644653,14597,12.2841464029,19863,36475,-43007
2483,SERITAGE GROWTH PPTYS,40.2199488303,817281,49.9694650152,843295,49.8399838865,804294,50.679749726,545642,26014,-39001
2484,SERVICE CORP INTL,26.0201155737,842233,24.6763509921,347985,27.0384767997,335189,26.5407889448,276141,-494248,-12796
2485,SERVICEMASTER GLOBAL HLDGS I,39.2398626754,601786,37.6816980994,425087,39.7994841173,253546,33.680748418,412283,-176699,-171541
2486,SERVICENOW INC,86.5597573,3616646,61.1800331591,2544098,66.4001179743,1566443,79.1501211501,1799833,-1072548,-977655
2487,SERVICESOURCE INTL INC,4.61070942052,28629,4.24595549495,32266,4.04596212979,18537,4.86176619984,13781,3637,-13729
2488,SHAKE SHACK INC,39.6009337483,35984,37.3223556558,190690,36.4326586802,287654,34.668986293,374773,154706,96964
2489,SHAW COMMUNICATIONS INC,17.1900508979,1176669,19.3097384652,1294321,19.1997551157,1496217,20.4595684968,427575,117652,201896
2490,SHELL MIDSTREAM PARTNERS L P,41.5200961287,5371134,36.610042554,6985952,33.7899500206,5076687,32.080039043,4309097,1614818,-1909265
2491,SHENANDOAH TELECOMMUNICATION,43.0302344015,26493,26.7480360969,61612,39.0559465416,70335,27.2122081114,97640,35119,8723
2492,SHERWIN WILLIAMS CO,259.599394113,472035,284.67038833,1301031,293.669561251,1473326,276.660004615,1278385,828996,172295
2493,SHINHAN FINANCIAL GROUP CO L,33.5887190784,124387,35.2138798496,118618,32.7375041377,120840,36.4360462653,118015,-5769,2222
2494,SHIP FINANCE INTERNATIONAL L,16.5662819521,89157,13.8866563075,111978,14.7355935951,198974,14.7298551869,136797,22821,86996
2495,SHIRE PLC,204.999983769,1232244,171.899340957,1756941,184.07991011,2486594,193.859428117,1127224,524697,729653
2496,SHOE CARNIVAL INC,23.1828978622,10525,26.9997476659,7926,25.0992169902,9323,26.6594775941,16692,-2599,1397
2497,SHORETEL INC,8.85081530868,154788,7.44127187823,224424,6.69010564202,240056,8.0013149014,571906,69636,15632
2498,SHUTTERFLY INC,44.5561491697,113991,46.3624479373,65786,46.6166957593,126607,44.6421941137,323192,-48205,60821
2499,SHUTTERSTOCK INC,32.342648211,95725,36.7354011436,5771,45.8080705747,64159,63.6970748019,104369,-89954,58388
2500,SIBANYE GOLD LTD,6.0912260945,653563,15.1712644549,382829,13.6201550631,954321,14.1298747584,516282,-270734,571492
2501,SIENTRA INC,5.91982853758,813706,6.83971971654,806612,6.58023224199,783407,8.99001361208,794882,-7094,-23205
2502,SIGMA DESIGNS INC,6.3042485153,21890,6.79738562092,19125,6.43518845909,14141,7.78826148848,219176,-2765,-4984
2503,SIGNATURE BK NEW YORK N Y,153.370323541,690453,136.120869631,715614,124.919601324,589251,118.44918774,1030273,25161,-126363
2504,SIGNET JEWELERS LIMITED,123.68985603,880533,124.030272267,316197,82.4105349909,344604,74.5310040231,365888,-564336,28407
2505,SILGAN HOLDINGS INC,53.7250726598,104253,53.1686130066,187874,51.4565828344,139127,50.5853285121,160679,83621,-48747
2506,SILICOM LTD,30.297320722,26537,34.1456547582,63932,29.8956387003,21943,41.407440325,63008,37395,-41989
2507,SILICON LABORATORIES INC,48.539994968,480923,44.9602760912,670503,48.7400957184,652748,58.8004659617,882476,189580,-17755
2508,SILICONWARE PRECISION INDS L,7.74069646672,51029,7.99534816107,13758,7.6608784474,29370,7.39087301587,20160,-37271,15612
2509,SILVER BAY RLTY TR CORP,15.6574923547,106275,14.8509616111,66191,17.0374923171,81350,17.5302784368,120135,-40084,15159
2510,SILVER SPRING NETWORKS INC,14.4102892159,29701,14.7318797879,27152,12.150952214,17118,14.1805766594,269171,-2549,-10034
2511,SILVER STD RES INC,5.17834633598,293530,5.54646924625,334447,12.9918678925,369154,12.0582369549,217113,40917,34707
2512,SILVER WHEATON CORP,12.4203363115,1187649,16.5798286594,1530052,23.5302603108,762550,27.0296736555,868009,342403,-767502
2513,SIMMONS 1ST NATL CORP,51.3541650481,64357,45.0725390524,107804,46.1813778735,112318,49.8978749294,115055,43447,4514
2514,SIMON PPTY GROUP INC NEW,194.439492543,2451359,207.689889778,2417850,216.899936942,2366068,207.009655518,3203039,-33509,-51782
2515,SIMPSON MANUFACTURING CO INC,34.151243932,52736,38.1766015759,93408,39.970663733,122715,43.946769861,97163,40672,29307
2516,SINA CORP,49.405468178,79222,47.369428886,167112,51.8696816625,58994,73.8304093567,346104,87890,-108118
2517,SINCLAIR BROADCAST GROUP INC,32.5400903695,846525,30.7495351305,1232604,29.8601257551,857699,28.879836352,1139030,386079,-374905
2518,SIRIUS XM HLDGS INC,4.0699544675,7146763,3.95003246062,6464757,3.95001624958,7083262,4.16991588181,9126563,-682006,618505
2519,SIX FLAGS ENTMT CORP NEW,54.9418252857,636273,55.489507632,648519,57.9502362782,567763,53.6100535133,836802,12246,-80756
2520,SJW CORP,29.711029711,7371,36.3439930856,23140,39.352896915,13290,43.6742993546,22622,15769,-9850
2521,SK TELECOM LTD,20.1342281879,19370,20.1635108231,47214,20.9199276993,131119,22.5991411367,166732,27844,83905
2522,SKECHERS U S A INC,30.2105263158,1073500,30.4496824102,1684878,29.7203892052,1724540,22.9003988035,1444822,611378,39662
2523,SKULLCANDY INC,4.74286502137,36265,3.55741670563,49193,6.14673096687,50596,6.34029398776,63404,12928,1403
2524,SKYWEST INC,19.0214702681,80856,19.9872029845,92209,26.4599165902,306199,26.4082814874,384955,11353,213990
2525,SKYWORKS SOLUTIONS INC,76.8293767435,854608,77.8995631469,508180,63.2803068241,1152191,76.1391921941,1205240,-346428,644011
2526,SL GREEN RLTY CORP,112.981182274,360830,96.8789316518,329855,106.472069803,444680,108.099937164,1012156,-30975,114825
2527,SLM CORP,6.51999574248,55929331,6.35999429496,48630704,6.18000263231,28864389,7.4699744374,24350418,-7298627,-19766315
2528,SM ENERGY CO,19.6605746491,1103630,18.7400550529,1205386,27.0006647994,917570,38.5807751782,931889,101756,-287816
2529,SMART & FINAL STORES INC,18.2359734971,16451,16.2022443576,31724,14.8838949309,37423,12.7686783729,203310,15273,5699
2530,SMITH & NEPHEW PLC,35.6001268819,122949,33.3161830051,149657,34.3205519012,155825,32.7763007976,131650,26708,6168
2531,SMITH & WESSON HLDG CORP,21.9800336119,846723,26.6202605073,284445,27.1810896628,396820,26.5902013509,484577,-562278,112375
2532,SMITH A O,76.6100823591,754744,76.3093978023,977835,88.1104337561,1258818,98.7895976653,1215381,223091,280983
2533,SMUCKER J M CO,123.340186865,983921,129.840617641,899033,152.409216648,1136552,135.540140477,1033620,-84888,237519
2534,SNAP ON INC,171.429750996,532883,156.990144268,829568,157.819953809,819212,151.961083608,802541,296685,-10356
2535,SNYDERS-LANCE INC,34.300521668,58658,31.4795160263,94220,33.888479797,63827,33.582739712,195130,35562,-30393
2536,SOCIEDAD QUIMICA MINERA DE C,19.0107843739,97734,20.5583572618,82886,24.7286409149,80797,26.9009068546,272370,-14848,-2089
2537,SODASTREAM INTERNATIONAL LTD,16.2974179152,25096,14.0790873492,132537,21.3235088894,71658,26.5561885034,96550,107441,-60879
2538,SOHU COM INC,57.1901953381,272809,49.5379994897,239069,37.8680038822,61820,44.2530191707,106569,-33740,-177249
2539,SOLAR CAP LTD,16.4406859734,21167,17.265456392,15754,19.067713828,25593,20.5088409733,36082,-5413,9839
2540,SOLARCITY CORP,51.0199174561,353509,24.5781556213,363819,23.9324483179,232237,19.5618022794,419491,10310,-131582
2541,SOLAREDGE TECHNOLOGIES INC,28.083313831,4273,25.1387528567,116394,19.6084947988,30089,17.235909908,56742,112121,-86305
2542,SONIC AUTOMOTIVE INC,22.760152595,449294,18.4770775372,66136,17.1079201256,53484,18.793557986,38311,-383158,-12652
2543,SONIC CORP,32.3075660301,280213,35.1593975569,651547,27.0502747856,555706,26.1785511437,445441,371334,-95841
2544,SONOCO PRODS CO,40.8674417803,319007,48.5709129777,648351,49.6599044083,991927,52.8298766524,1390785,329344,343576
2545,SONUS NETWORKS INC,7.12930304362,93277,7.51975205142,78726,8.69070690674,181113,7.77935868047,151812,-14551,102387
2546,SONY CORP,24.6100900637,546280,25.7199878946,733554,29.3502793643,660607,33.2087923754,678224,187274,-72947
2547,SORRENTO THERAPEUTICS INC,8.72323552736,5044,5.44234906974,7901,5.55555555556,9720,7.74275104685,12657,2857,1819
2548,SOTHEBYS,25.7600469981,258734,26.7312672291,658405,27.398914088,621229,38.0191560603,890893,399671,-37176
2549,SOTHERLY HOTELS INC,6.15978243184,43021,5.14651822288,28563,5.62376237624,25250,5.29457565533,19265,-14458,-3313
2550,SOUTH JERSEY INDS INC,23.5221421215,48550,28.4938941655,10318,31.6202795196,1111407,29.5503989621,1481469,-38232,1101089
2551,SOUTH ST CORP,71.9493306236,709541,64.2299251666,733630,68.0494612064,793996,75.0401355351,788578,24089,60366
2552,SOUTHERN CO,46.790182252,2952286,51.730172936,3996797,53.6300694176,4636578,51.3000306252,4679159,1044511,639781
2553,SOUTHERN COPPER CORP,26.1198054015,676881,27.7105143377,549250,26.9803022295,669822,26.3012614189,480015,-127631,120572
2554,SOUTHWEST AIRLS CO,43.060115272,2996044,44.8003085728,1799251,39.2102281797,2054872,38.8899333236,1984061,-1196793,255621
2555,SOUTHWEST BANCORP INC OKLA,17.4797031214,832394,15.0491074065,508070,16.9291912274,500969,18.9905168787,494352,-324324,-7101
2556,SOUTHWEST GAS CORP,55.1597663502,1325060,65.8498282941,1271651,78.7099625624,1076992,69.8601138237,1410075,-53409,-194659
2557,SOUTHWESTERN ENERGY CO,7.13408606692,25040909,8.24277764397,9860875,12.5799635077,6862818,13.8400578964,7439492,-15180034,-2998057
2558,SPARK NETWORKS INC,3.83838383838,19800,2.20791856897,26722,1.58020678134,22149,1.5846383296,21456,6922,-4573
2559,SPARK THERAPEUTICS INC,45.2155625657,4755,29.5119182747,57265,51.129850023,338452,60.0588374079,478947,52510,281187
2560,SPARTAN MTRS INC,3.10440144589,23515,3.94458644956,31689,6.26122304854,232223,9.58758179881,59139,8174,200534
2561,SPARTANNASH CO,21.64447301,110467,30.3067601363,178739,30.5809002433,131520,28.9199430036,156501,68272,-47219
2562,SPDR DOW JONES INDL AVRG ETF,173.989825474,882793,176.639221612,548004,178.999988185,761771,182.779740752,2356968,-334789,213767
2563,SPDR GOLD TRUST,101.459551055,1428727,117.640039454,3435871,126.469782389,3963682,125.639717045,3095900,2007144,527811
2564,SPDR INDEX SHS FDS,39.4831172467,25063092,41.2385344279,22265025,41.3340401495,21559591,41.6012790566,21071780,-2798067,-705434
2565,SPDR S&P 500 ETF TR,203.869976221,67946464,205.520015292,61507547,209.474977148,54481419,216.300037551,58495718,-6438917,-7026128
2566,SPDR S&P MIDCAP 400 ETF TR,254.03940203,244962,262.719876719,1103175,272.229569824,542127,282.268873651,617011,858213,-561048
2567,SPDR SER TR,24.7525495062,466659,28.587248853,568890,28.0730923566,437857,26.8467657805,404518,102231,-131033
2568,SPDR SERIES TRUST,42.9481534952,64181665,37.5678214963,75897028,38.3833302168,69709845,42.8590597777,64456057,11715363,-6187183
2569,SPECTRA ENERGY CORP,23.9402377659,4894730,30.6000036771,5221568,36.6300323573,5143812,42.7500129163,10761564,326838,-77756
2570,SPECTRA ENERGY PARTNERS LP,47.6999225061,1663357,48.1205120961,697291,47.1812717116,668422,43.6905352199,643343,-966066,-28869
2571,SPECTRANETICS CORP,15.0679897097,65304,14.5250460714,59690,18.7121238969,28217,25.0931301174,105766,-5614,-31473
2572,SPECTRUM BRANDS HLDGS INC,101.79976053,1124983,109.280483126,1198860,119.309659669,1291421,137.689637657,1181200,73877,92561
2573,SPECTRUM PHARMACEUTICALS INC,6.02966898661,1366410,6.36002022146,1457857,6.56969936734,1567195,4.66978674722,1645043,91447,109338
2574,SPHERIX INC,0.151760420882,59304,1.80299867147,10538,2.33404910839,10711,1.32050556499,10602,-48766,173
2575,SPIRIT AEROSYSTEMS HLDGS INC,50.0701891608,2429150,45.3598439088,2524678,43.0002124774,2532034,44.5399791188,3500765,95528,7356
2576,SPIRIT AIRLS INC,39.8509396025,206896,47.9790702965,395610,44.8681920678,443031,42.5297519004,708022,188714,47421
2577,SPIRIT RLTY CAP INC NEW,10.0183596044,541406,11.2492974015,647596,12.7705339082,1147407,13.3297270605,2843194,106190,499811
2578,SPLUNK INC,58.8097764208,2989724,48.9300260876,2767217,54.180298753,2139560,58.6802905998,2214730,-222507,-627657
2579,SPOK HLDGS INC,18.3249135868,94025,17.5111463939,108331,19.169184153,110229,17.8165714652,77905,14306,1898
2580,SPRAGUE RES LP,20.1703685485,1268544,20.4502594453,1323015,24.1203079213,1375936,23.6895034524,1391629,54471,52921
2581,SPRINT CORP,3.61976886657,3339716,3.48002443885,3622101,4.53006752874,3445644,6.63006082721,4291665,282385,-176457
2582,SPROUTS FMRS MKT INC,26.5901740843,759115,29.0402422689,343420,22.9002655745,1288151,20.6495836485,1541726,-415695,944731
2583,SPX CORP,9.32919377244,922159,15.0196268075,459066,14.849588711,143573,20.1386917555,123295,-463093,-315493
2584,SPX FLOW INC,27.9103000989,454850,25.0799937054,305024,26.0720542959,235156,30.9265968733,49957,-149826,-69868
2585,SS&C TECHNOLOGIES HLDGS INC,68.269381013,223995,63.4189263345,317082,28.0805339592,818040,32.1503288362,612311,93087,500958
2586,ST JOE CO,18.5072013742,121088,17.1506247108,69152,17.7240311078,123956,18.3798721121,124484,-51936,54804
2587,ST JUDE MED INC,61.7704451226,710793,54.9996458863,2160323,77.9999282554,5519582,79.7599845028,6256596,1449530,3359259
2588,STAG INDL INC,18.4500583473,1755008,20.3601075189,2403671,23.8098915975,3042643,24.5101955321,2052860,648663,638972
2589,STAGE STORES INC,9.10969443834,113725,8.06065311111,60541,4.88143075443,141352,5.61023952699,178602,-53184,80811
2590,STANDARD MTR PRODS INC,38.0317001657,23533,34.6534653465,23836,39.7817146473,25288,47.7609565211,276502,303,1452
2591,STANDEX INTL CORP,83.1515735776,248955,77.8099520469,281108,82.629836993,274344,92.8698104271,272349,32153,-6764
2592,STANLEY BLACK & DECKER INC,106.729825299,1323229,105.209715202,2027750,111.219698871,2769905,122.979780736,2723838,704521,742155
2593,STANTEC INC,24.7916594024,143395,25.3600017642,45347,24.2286909535,63107,23.5071090047,21100,-98048,17760
2594,STAPLES INC,9.46995975356,17816232,11.029996785,14780784,8.62002281396,11221200,8.54997424438,6054989,-3035448,-3559584
