nameOfIssuer,titleOfClass,cusip,value,shrsOrPrnAmt/sshPrnamt,shrsOrPrnAmt/sshPrnamtType,investmentDiscretion,otherManager,votingAuthority/Sole,votingAuthority/Shared,votingAuthority/None,putCall
IAMGOLD CORP,CMN,450913108,611,158587,SH,DFND,3,158587,0,0,
IBERIABANK CORP,CMN,450828108,4644,55451,SH,DFND,1,55451,0,0,
IBERIABANK CORP,CMN,450828108,931,11116,SH,DFND,2,11116,0,0,
IBERIABANK CORP,CMN,450828108,280,3339,SH,DFND,6,3339,0,0,
ICAHN ENTERPRISES LP,CMN,451100101,302,5035,SH,DFND,1,5035,0,0,
ICAHN ENTERPRISES LP,CMN,451100101,354,5900,SH,DFND,1,5900,0,0,Call
ICAHN ENTERPRISES LP,CMN,451100101,294,4900,SH,DFND,1,4900,0,0,Put
ICF INTL INC,CMN,44925C103,734,13289,SH,DFND,1,13289,0,0,
ICF INTL INC,CMN,44925C103,560,10142,SH,DFND,2,10142,0,0,
ICHOR HOLDINGS,CMN,G4740B105,318,29400,SH,DFND,1,29400,0,0,
ICICI BK LTD,CMN,45104G104,5895,787083,SH,DFND,1,778941,0,8142,
ICICI BK LTD,CMN,45104G104,1768,236000,SH,DFND,1,236000,0,0,Put
ICICI BK LTD,CMN,45104G104,1948,260100,SH,DFND,1,260100,0,0,Call
ICICI BK LTD,CMN,45104G104,446,59487,SH,DFND,2,59487,0,0,
ICICI BK LTD,CMN,45104G104,15369,2051922,SH,DFND,3,2051922,0,0,
ICON PLC,CMN,G4705A100,9254,123064,SH,DFND,1,122122,0,942,
ICON PLC,CMN,G4705A100,478,6351,SH,DFND,2,6351,0,0,
ICONIX BRAND GROUP INC,CMN,451055107,2501,267759,SH,DFND,1,267759,0,0,
ICU MED INC,CMN,44930G107,5293,35921,SH,DFND,1,35921,0,0,
ICU MED INC,CMN,44930G107,41278,280138,SH,DFND,2,269761,0,10377,
ICU MED INC,CMN,44930G107,499,3388,SH,DFND,6,3388,0,0,
IDACORP INC,CMN,451107106,28087,348685,SH,DFND,1,348685,0,0,
IDACORP INC,CMN,451107106,81958,1017478,SH,DFND,2,960839,0,56639,
IDACORP INC,CMN,451107106,295,3668,SH,DFND,6,3668,0,0,
IDEAL PWR INC,CMN,451622104,36,11051,SH,DFND,2,11051,0,0,
IDEX CORP,CMN,45167R104,52439,582262,SH,DFND,1,582262,0,0,
IDEX CORP,CMN,45167R104,50092,556204,SH,DFND,2,535054,0,21150,
IDEX CORP,CMN,45167R104,1325,14710,SH,DFND,6,14710,0,0,
IDEX CORP,CMN,45167R104,126,1398,SH,OTR,"6,2",0,1398,0,
IDEXX LABS INC,CMN,45168D104,42602,363281,SH,DFND,1,363251,0,30,
IDEXX LABS INC,CMN,45168D104,19934,169982,SH,DFND,2,166298,0,3684,
IDEXX LABS INC,CMN,45168D104,598,5096,SH,DFND,6,5096,0,0,
IDT CORP,CMN,448947507,228,12318,SH,DFND,1,12318,0,0,
IDT CORP,CMN,448947507,224,12076,SH,DFND,2,12076,0,0,
IEC ELECTRS CORP NEW,CMN,44949L105,173,48536,SH,DFND,1,48536,0,0,
IF BANCORP INC,CMN,44951J105,201,10877,SH,DFND,1,10877,0,0,
IGNITE RESTAURANT GROUP INC,CMN,451730105,19,34818,SH,DFND,1,34818,0,0,
IHS MARKIT LTD,CMN,G47567105,43754,1235644,SH,DFND,1,1230343,0,5301,
IHS MARKIT LTD,CMN,G47567105,4979,140616,SH,DFND,2,139774,0,842,
IHS MARKIT LTD,CMN,G47567105,8929,252153,SH,DFND,,252153,0,0,
II VI INC,CMN,902104108,4692,158260,SH,DFND,1,158240,0,20,
II VI INC,CMN,902104108,2621,88400,SH,DFND,2,88400,0,0,
IKANG HEALTHCARE GROUP INC,CMN,45174L108,76018,4386485,SH,DFND,1,4386485,0,0,
IKANG HEALTHCARE GROUP INC,CMN,45174L108,196,11300,SH,DFND,1,11300,0,0,Put
ILG INC,CMN,44967H101,12175,670044,SH,DFND,1,670002,0,42,
ILG INC,CMN,44967H101,1343,73919,SH,DFND,2,73919,0,0,
ILLINOIS TOOL WKS INC,CMN,452308109,75009,612521,SH,DFND,1,610019,0,2502,
ILLINOIS TOOL WKS INC,CMN,452308109,1323,10800,SH,DFND,1,10800,0,0,Put
ILLINOIS TOOL WKS INC,CMN,452308109,3931,32100,SH,DFND,1,32100,0,0,Call
ILLINOIS TOOL WKS INC,CMN,452308109,75107,613321,SH,DFND,2,610646,0,2675,
ILLINOIS TOOL WKS INC,CMN,452308109,1919,15672,SH,DFND,6,15672,0,0,
ILLUMINA INC,CNV,452327AH2,2136,2229000,PRN,DFND,1,2229000,0,0,
ILLUMINA INC,CMN,452327109,80583,629356,SH,DFND,1,627082,0,2274,
ILLUMINA INC,CMN,452327109,8924,69700,SH,DFND,1,69700,0,0,Call
ILLUMINA INC,CMN,452327109,10845,84700,SH,DFND,1,84700,0,0,Put
ILLUMINA INC,CMN,452327109,41492,324054,SH,DFND,2,313680,0,10374,
ILLUMINA INC,CMN,452327109,509,3973,SH,DFND,6,3973,0,0,
ILLUMINA INC,CMN,452327109,85,660,SH,OTR,"6,2",0,660,0,
IMATION CORP,CMN,45245A107,35,42692,SH,DFND,1,42692,0,0,
IMAX CORP,CMN,45245E109,9074,288966,SH,DFND,1,288776,0,190,
IMAX CORP,CMN,45245E109,367,11700,SH,DFND,1,11700,0,0,Put
IMAX CORP,CMN,45245E109,779,24800,SH,DFND,1,24800,0,0,Call
IMAX CORP,CMN,45245E109,556,17721,SH,DFND,2,17721,0,0,
IMMERSION CORP,CMN,452521107,381,35816,SH,DFND,1,35816,0,0,
IMMUNE PHARMACEUTICALS INC,CMN,45254C101,7,36225,SH,DFND,1,36225,0,0,
IMMUNOGEN INC,CMN,45253H101,1280,627263,SH,DFND,1,627263,0,0,
IMMUNOGEN INC,CMN,45253H101,14,6900,SH,DFND,1,6900,0,0,Call
IMMUNOGEN INC,CMN,45253H101,21,10500,SH,DFND,1,10500,0,0,Put
IMMUNOMEDICS INC,CMN,452907108,483,131627,SH,DFND,1,131627,0,0,
IMMUNOMEDICS INC,CMN,452907108,68,18499,SH,DFND,2,18499,0,0,
IMPAX LABORATORIES INC,CMN,45256B101,3322,250686,SH,DFND,1,250686,0,0,
IMPAX LABORATORIES INC,CMN,45256B101,1260,95091,SH,DFND,2,95091,0,0,
IMPERIAL OIL LTD,CMN,453038408,15053,433063,SH,DFND,1,433063,0,0,
IMPERIAL OIL LTD,CMN,453038408,5009,144102,SH,DFND,2,144102,0,0,
IMPERIAL OIL LTD,CMN,453038408,10570,304097,SH,DFND,3,304097,0,0,
IMPERVA INC,CMN,45321L100,4867,126749,SH,DFND,1,126739,0,10,
IMPERVA INC,CMN,45321L100,714,18600,SH,DFND,1,18600,0,0,Call
IMPERVA INC,CMN,45321L100,92,2400,SH,DFND,1,2400,0,0,Put
IMPERVA INC,CMN,45321L100,19111,497677,SH,DFND,2,469328,0,28349,
INC RESH HLDGS INC,CMN,45329R109,8632,164110,SH,DFND,1,155771,0,8339,
INC RESH HLDGS INC,CMN,45329R109,454,8629,SH,DFND,2,8629,0,0,
INC RESH HLDGS INC,CMN,45329R109,393,7480,SH,DFND,6,7480,0,0,
INCYTE CORP,CNV,45337CAN2,244,120000,PRN,DFND,1,120000,0,0,
INCYTE CORP,CNV,45337CAM4,86,43000,PRN,DFND,1,43000,0,0,
INCYTE CORP,CMN,45337C102,47976,478465,SH,DFND,1,478435,0,30,
INCYTE CORP,CMN,45337C102,5324,53100,SH,DFND,1,53100,0,0,Call
INCYTE CORP,CMN,45337C102,732,7300,SH,DFND,1,7300,0,0,Put
INCYTE CORP,CMN,45337C102,93288,930369,SH,DFND,2,789659,0,140710,
INCYTE CORP,CMN,45337C102,612,6100,SH,DFND,6,6100,0,0,
INCYTE CORP,CMN,45337C102,198,1971,SH,OTR,"6,2",0,1971,0,
INDEPENDENCE CONTRACT DRIL I,CMN,453415309,101,15012,SH,DFND,1,15012,0,0,
INDEPENDENCE RLTY TR INC,CMN,45378A106,521,58367,SH,DFND,1,58367,0,0,
INDEPENDENCE RLTY TR INC,CMN,45378A106,338,37923,SH,DFND,2,37923,0,0,
INDEPENDENT BANK CORP MASS,CMN,453836108,3871,54947,SH,DFND,1,54947,0,0,
INDEPENDENT BANK CORP MASS,CMN,453836108,60372,856955,SH,DFND,2,806817,0,50138,
INDEPENDENT BANK CORP MASS,CMN,453836108,245,3479,SH,DFND,6,3479,0,0,
INDEPENDENT BANK CORP MICH,CMN,453838609,910,41928,SH,DFND,1,41928,0,0,
INDEPENDENT BK GROUP INC,CMN,45384B106,597,9565,SH,DFND,1,9565,0,0,
INDEPENDENT BK GROUP INC,CMN,45384B106,27261,436877,SH,DFND,2,411428,0,25449,
INFINERA CORPORATION,CNV,45667GAB9,227,218000,PRN,DFND,1,218000,0,0,
INFINERA CORPORATION,CMN,45667G103,2713,319554,SH,DFND,1,319064,0,490,
INFINERA CORPORATION,CMN,45667G103,571,67300,SH,DFND,1,67300,0,0,Put
INFINERA CORPORATION,CMN,45667G103,520,61200,SH,DFND,1,61200,0,0,Call
INFINERA CORPORATION,CMN,45667G103,126,14828,SH,DFND,2,14828,0,0,
INFINERA CORPORATION,CMN,45667G103,161,18986,SH,DFND,6,18986,0,0,
INFINITY PHARMACEUTICALS INC,CMN,45665G303,288,213602,SH,DFND,1,213602,0,0,
INFINITY PPTY & CAS CORP,CMN,45665Q103,3571,40624,SH,DFND,1,40624,0,0,
INFINITY PPTY & CAS CORP,CMN,45665Q103,236,2683,SH,DFND,6,2683,0,0,
INFORMATION SERVICES GROUP I,CMN,45675Y104,297,81595,SH,DFND,1,81595,0,0,
INFORMATION SERVICES GROUP I,CMN,45675Y104,46,12621,SH,DFND,2,12621,0,0,
INFOSONICS CORP,CMN,456784107,16,41254,SH,DFND,1,41254,0,0,
INFOSYS LTD,CMN,456788108,8939,602754,SH,DFND,1,519990,0,82764,
INFOSYS LTD,CMN,456788108,3728,251400,SH,DFND,1,251400,0,0,Put
INFOSYS LTD,CMN,456788108,4327,291800,SH,DFND,1,291800,0,0,Call
INFOSYS LTD,CMN,456788108,34113,2300260,SH,DFND,2,2300260,0,0,
INFRAREIT INC,CMN,45685L100,22034,1230269,SH,DFND,1,1230269,0,0,
INFRAREIT INC,CMN,45685L100,458,25594,SH,DFND,2,25594,0,0,
ING GROEP N V,CMN,456837103,237,16794,SH,DFND,1,8870,0,7924,
ING GROEP N V,CNV,456837AE3,4948,5075000,PRN,DFND,2,5075000,0,0,
ING GROEP N V,CNV,456837AF0,12706,13175000,PRN,DFND,2,13175000,0,0,
ING GROEP N V,CMN,456837103,16638,1180011,SH,DFND,2,1180011,0,0,
INGERSOLL-RAND PLC,CMN,G47791101,106454,1418633,SH,DFND,1,1418271,0,362,
INGERSOLL-RAND PLC,CMN,G47791101,1778,23700,SH,DFND,1,23700,0,0,Call
INGERSOLL-RAND PLC,CMN,G47791101,1756,23400,SH,DFND,1,23400,0,0,Put
INGERSOLL-RAND PLC,CMN,G47791101,27299,363798,SH,DFND,2,353974,0,9824,
INGERSOLL-RAND PLC,CMN,G47791101,396,5282,SH,DFND,6,5282,0,0,
INGERSOLL-RAND PLC,CMN,G47791101,482,6429,SH,OTR,"6,2",0,6429,0,
INGEVITY CORP,CMN,45688C107,14543,265100,SH,DFND,1,265100,0,0,
INGEVITY CORP,CMN,45688C107,2260,41192,SH,DFND,2,41192,0,0,
INGREDION INC,CMN,457187102,124331,994969,SH,DFND,1,994969,0,0,
INGREDION INC,CMN,457187102,18907,151308,SH,DFND,2,144242,0,7066,
INGREDION INC,CMN,457187102,2005,16048,SH,DFND,6,16048,0,0,
INNERWORKINGS INC,CMN,45773Y105,930,94398,SH,DFND,1,94398,0,0,
INNODATA INC,CMN,457642205,83,33692,SH,DFND,1,33692,0,0,
INNOPHOS HOLDINGS INC,CMN,45774N108,5411,103534,SH,DFND,1,103514,0,20,
INNOPHOS HOLDINGS INC,CMN,45774N108,5760,110210,SH,DFND,2,110210,0,0,
INNOSPEC INC,CMN,45768S105,3648,53251,SH,DFND,1,53251,0,0,
INNOSPEC INC,CMN,45768S105,397,5798,SH,DFND,2,5798,0,0,
INNOVATIVE INDL PPTYS INC,CMN,45781V101,318,17500,SH,DFND,1,17500,0,0,
INNOVIVA INC,CMN,45781M101,3734,348977,SH,DFND,1,348977,0,0,
INNOVIVA INC,CMN,45781M101,9630,900000,SH,DFND,1,900000,0,0,Call
INNOVIVA INC,CMN,45781M101,6955,650000,SH,DFND,1,650000,0,0,Put
INNOVIVA INC,CMN,45781M101,1036,96839,SH,DFND,2,96839,0,0,
INOGEN INC,CMN,45780L104,2796,41632,SH,DFND,1,41612,0,20,
INOGEN INC,CMN,45780L104,463,6897,SH,DFND,2,6897,0,0,
INOTEK PHARMACEUTICALS CORP,CMN,45780V102,2297,376627,SH,DFND,1,376627,0,0,
INOTEK PHARMACEUTICALS CORP,CMN,45780V102,2202,361000,SH,DFND,1,361000,0,0,Put
INOVALON HLDGS INC,CMN,45781D101,718,69697,SH,DFND,1,66697,0,3000,
INOVALON HLDGS INC,CMN,45781D101,1889,183435,SH,DFND,2,183435,0,0,
INOVIO PHARMACEUTICALS INC,CMN,45773H201,776,111851,SH,DFND,1,111851,0,0,
INPHI CORP,CMN,45772F107,442,9917,SH,DFND,1,9917,0,0,
INPHI CORP,CMN,45772F107,627,14049,SH,DFND,2,14049,0,0,
INSEEGO CORP,CMN,45782B104,73,29770,SH,DFND,1,29770,0,0,
INSIGHT ENTERPRISES INC,CMN,45765U103,3299,81578,SH,DFND,1,81578,0,0,
INSIGHT ENTERPRISES INC,CMN,45765U103,2070,51185,SH,DFND,2,51185,0,0,
INSMED INC,CMN,457669307,3696,279365,SH,DFND,1,279365,0,0,
INSPERITY INC,CMN,45778Q107,4870,68646,SH,DFND,1,68646,0,0,
INSPERITY INC,CMN,45778Q107,8904,125495,SH,DFND,2,125495,0,0,
INSTALLED BLDG PRODS INC,CMN,45780R101,4116,99654,SH,DFND,1,99654,0,0,
INSTALLED BLDG PRODS INC,CMN,45780R101,414,10029,SH,DFND,2,10029,0,0,
INSTEEL INDUSTRIES INC,CMN,45774W108,1439,40365,SH,DFND,1,40365,0,0,
INSTEEL INDUSTRIES INC,CMN,45774W108,358,10053,SH,DFND,6,10053,0,0,
INSULET CORP,CMN,45784P101,8633,229112,SH,DFND,1,229112,0,0,
INSULET CORP,CMN,45784P101,518,13760,SH,DFND,2,13760,0,0,
INSYS THERAPEUTICS INC NEW,CMN,45824V209,1240,134745,SH,DFND,1,134745,0,0,
INSYS THERAPEUTICS INC NEW,CMN,45824V209,1205,130991,SH,DFND,2,130991,0,0,
INTEGER HLDGS CORP,CMN,45826H109,1645,55857,SH,DFND,1,55857,0,0,
INTEGER HLDGS CORP,CMN,45826H109,277,9389,SH,DFND,2,9389,0,0,
INTEGRA LIFESCIENCES HLDGS C,CMN,457985208,11626,135517,SH,DFND,1,135517,0,0,
INTEGRA LIFESCIENCES HLDGS C,CMN,457985208,40360,470455,SH,DFND,2,444282,0,26173,
INTEGRATED DEVICE TECHNOLOGY,CMN,458118106,16711,709287,SH,DFND,1,709287,0,0,
INTEGRATED DEVICE TECHNOLOGY,CMN,458118106,664,28200,SH,DFND,1,28200,0,0,Call
INTEGRATED DEVICE TECHNOLOGY,CMN,458118106,6569,278800,SH,DFND,1,278800,0,0,Put
INTEGRATED DEVICE TECHNOLOGY,CMN,458118106,819,34777,SH,DFND,2,34777,0,0,
INTEL CORP,CNV,458140AF7,30326,17200000,PRN,DFND,1,17200000,0,0,
INTEL CORP,CNV,458140AD2,24741,18318000,PRN,DFND,1,18318000,0,0,
INTEL CORP,CMN,458140100,443830,12236845,SH,DFND,1,10627528,0,1609317,
INTEL CORP,CMN,458140100,144833,3993200,SH,DFND,1,3993200,0,0,Call
INTEL CORP,CMN,458140100,73418,2024200,SH,DFND,1,2024200,0,0,Put
INTEL CORP,CNV,458140AD2,675,500000,PRN,DFND,2,500000,0,0,
INTEL CORP,CMN,458140100,385819,10637419,SH,DFND,2,10564658,0,72761,
INTEL CORP,CMN,458140100,254,7001,SH,DFND,3,7001,0,0,
INTEL CORP,CMN,458140100,28993,799371,SH,DFND,5,5185,0,794186,
INTEL CORP,CMN,458140100,6594,181803,SH,DFND,6,181803,0,0,
INTEL CORP,CMN,458140100,303,8353,SH,DFND,7,8353,0,0,
INTELIQUENT INC,CMN,45825N107,5139,224224,SH,DFND,1,224224,0,0,
INTELIQUENT INC,CMN,45825N107,228,9942,SH,DFND,2,9942,0,0,
INTELLIA THERAPEUTICS INC,CMN,45826J105,386,29466,SH,DFND,1,29466,0,0,
INTELLIA THERAPEUTICS INC,CMN,45826J105,1747,133237,SH,DFND,2,133237,0,0,
INTELLICHECK MOBILISA INC,CMN,45817G201,30,11015,SH,DFND,1,11015,0,0,
INTELLIGENT SYS CORP NEW,CMN,45816D100,108,25520,SH,DFND,1,25520,0,0,
INTELSAT S A,CMN,L5140P101,34,12761,SH,DFND,1,12761,0,0,
INTER PARFUMS INC,CMN,458334109,1382,42191,SH,DFND,1,42191,0,0,
INTER PARFUMS INC,CMN,458334109,202,6167,SH,DFND,6,6167,0,0,
INTERACTIVE BROKERS GROUP IN,CMN,45841N107,11754,321937,SH,DFND,1,321937,0,0,
INTERACTIVE BROKERS GROUP IN,CMN,45841N107,1084,29700,SH,DFND,1,29700,0,0,Put
INTERACTIVE BROKERS GROUP IN,CMN,45841N107,2019,55300,SH,DFND,1,55300,0,0,Call
INTERACTIVE BROKERS GROUP IN,CMN,45841N107,3411,93435,SH,DFND,2,93435,0,0,
INTERCEPT PHARMACEUTICALS IN,CNV,45845PAA6,989,1110000,PRN,DFND,1,1110000,0,0,
INTERCEPT PHARMACEUTICALS IN,CMN,45845P108,4543,41817,SH,DFND,1,41387,0,430,
INTERCEPT PHARMACEUTICALS IN,CMN,45845P108,98,900,SH,DFND,1,900,0,0,Put
INTERCEPT PHARMACEUTICALS IN,CMN,45845P108,185,1700,SH,DFND,1,1700,0,0,Call
INTERCEPT PHARMACEUTICALS IN,CMN,45845P108,760,6995,SH,DFND,2,6995,0,0,
INTERCONTINENTAL EXCHANGE IN,CMN,45866F104,132587,2349997,SH,DFND,1,1465661,0,884336,
INTERCONTINENTAL EXCHANGE IN,CMN,45866F104,19228,340800,SH,DFND,1,340800,0,0,Call
INTERCONTINENTAL EXCHANGE IN,CMN,45866F104,1856,32900,SH,DFND,1,32900,0,0,Put
INTERCONTINENTAL EXCHANGE IN,CMN,45866F104,382904,6786672,SH,DFND,2,5910252,0,876420,
INTERCONTINENTAL EXCHANGE IN,CMN,45866F104,87396,1549025,SH,DFND,3,350,0,1548675,
INTERCONTINENTAL EXCHANGE IN,CMN,45866F104,5659,100310,SH,DFND,4,0,0,100310,
INTERCONTINENTAL EXCHANGE IN,CMN,45866F104,30548,541448,SH,DFND,5,1135,0,540313,
INTERCONTINENTAL EXCHANGE IN,CMN,45866F104,2888,51192,SH,DFND,6,51192,0,0,
INTERCONTINENTAL EXCHANGE IN,CMN,45866F104,381,6746,SH,OTR,"6,2",0,6746,0,
INTERCONTINENTAL HOTELS GROU,CMN,45857P608,2715,61248,SH,DFND,2,61248,0,0,
INTERDIGITAL INC,CMN,45867G101,59276,648894,SH,DFND,1,648894,0,0,
INTERDIGITAL INC,CMN,45867G101,1909,20900,SH,DFND,1,20900,0,0,Put
INTERDIGITAL INC,CMN,45867G101,1772,19400,SH,DFND,1,19400,0,0,Call
INTERDIGITAL INC,CMN,45867G101,8776,96065,SH,DFND,2,96065,0,0,
INTERDIGITAL INC,CMN,45867G101,686,7510,SH,DFND,6,7510,0,0,
INTERFACE INC,CMN,458665304,3948,212813,SH,DFND,1,212813,0,0,
INTERFACE INC,CMN,458665304,927,49984,SH,DFND,2,49984,0,0,
INTERFACE INC,CMN,458665304,267,14412,SH,DFND,6,14412,0,0,
INTERMOLECULAR INC,CMN,45882D109,11,11529,SH,DFND,1,11529,0,0,
INTERNAP CORP,CMN,45885A300,457,296745,SH,DFND,1,296745,0,0,
INTERNATIONAL BANCSHARES COR,CMN,459044103,6345,155509,SH,DFND,1,155509,0,0,
INTERNATIONAL BANCSHARES COR,CMN,459044103,3589,87962,SH,DFND,2,87962,0,0,
INTERNATIONAL BUSINESS MACHS,CMN,459200101,328511,1979099,SH,DFND,1,1763976,0,215123,
INTERNATIONAL BUSINESS MACHS,CMN,459200101,213364,1285400,SH,DFND,1,1285400,0,0,Put
INTERNATIONAL BUSINESS MACHS,CMN,459200101,156097,940400,SH,DFND,1,940400,0,0,Call
INTERNATIONAL BUSINESS MACHS,CMN,459200101,239953,1445587,SH,DFND,2,1426156,0,19431,
INTERNATIONAL BUSINESS MACHS,CMN,459200101,276,1661,SH,DFND,3,1661,0,0,
INTERNATIONAL BUSINESS MACHS,CMN,459200101,2490,15000,SH,DFND,3,15000,0,0,Call
INTERNATIONAL BUSINESS MACHS,CMN,459200101,465,2801,SH,DFND,5,601,0,2200,
INTERNATIONAL BUSINESS MACHS,CMN,459200101,4845,29190,SH,DFND,6,29190,0,0,
INTERNATIONAL BUSINESS MACHS,CMN,459200101,219,1317,SH,OTR,"6,2",0,1317,0,
INTERNATIONAL FLAVORS&FRAGRA,CMN,459506101,29977,254411,SH,DFND,1,234240,0,20171,
INTERNATIONAL FLAVORS&FRAGRA,CMN,459506101,82,700,SH,DFND,1,700,0,0,Put
INTERNATIONAL FLAVORS&FRAGRA,CMN,459506101,12,100,SH,DFND,1,100,0,0,Call
INTERNATIONAL FLAVORS&FRAGRA,CMN,459506101,3798,32235,SH,DFND,2,31147,0,1088,
INTERNATIONAL GAME TECHNOLOG,CMN,G4863A108,62054,2431577,SH,DFND,1,2419837,0,11740,
INTERNATIONAL GAME TECHNOLOG,CMN,G4863A108,38875,1523298,SH,DFND,2,1464627,0,58671,
INTERNATIONAL GAME TECHNOLOG,CMN,G4863A108,47,1850,SH,DFND,6,1850,0,0,
INTERNATIONAL GAME TECHNOLOG,CMN,G4863A108,398,15612,SH,OTR,"6,2",0,15612,0,
INTERNATIONAL SPEEDWAY CORP,CMN,460335201,4039,109760,SH,DFND,1,109760,0,0,
INTERNATIONAL SPEEDWAY CORP,CMN,460335201,6609,179579,SH,DFND,2,179579,0,0,
INTERNATIONAL TOWER HILL MIN,CMN,46050R102,12,22287,SH,DFND,1,22287,0,0,
INTEROIL CORP,CMN,460951106,2241,47107,SH,DFND,1,47107,0,0,
INTEROIL CORP,CMN,460951106,105,2200,SH,DFND,1,2200,0,0,Put
INTERPUBLIC GROUP COS INC,CMN,460690100,97713,4173994,SH,DFND,1,4170901,0,3093,
INTERPUBLIC GROUP COS INC,CMN,460690100,23,1000,SH,DFND,1,1000,0,0,Call
INTERPUBLIC GROUP COS INC,CMN,460690100,24478,1045613,SH,DFND,2,943854,0,101759,
INTERPUBLIC GROUP COS INC,CMN,460690100,291,12430,SH,DFND,6,12430,0,0,
INTERPUBLIC GROUP COS INC,CMN,460690100,220,9378,SH,OTR,"6,2",0,9378,0,
INTERSECT ENT INC,CMN,46071F103,1381,114124,SH,DFND,1,114124,0,0,
INTERSECT ENT INC,CMN,46071F103,847,70000,SH,DFND,1,70000,0,0,Put
INTERSIL CORP,CMN,46069S109,61600,2762329,SH,DFND,1,2762329,0,0,
INTERSIL CORP,CMN,46069S109,192,8600,SH,DFND,1,8600,0,0,Call
INTERSIL CORP,CMN,46069S109,210,9400,SH,DFND,1,9400,0,0,Put
INTERSIL CORP,CMN,46069S109,45843,2055756,SH,DFND,2,1934101,0,121655,
INTERXION HOLDING N.V,CMN,N47279109,5648,161056,SH,DFND,1,161056,0,0,
INTERXION HOLDING N.V,CMN,N47279109,26898,766971,SH,DFND,2,766971,0,0,
INTL FCSTONE INC,CMN,46116V105,1169,29515,SH,DFND,1,29515,0,0,
INTL PAPER CO,CMN,460146103,90020,1696563,SH,DFND,1,1649884,0,46679,
INTL PAPER CO,CMN,460146103,18895,356100,SH,DFND,1,356100,0,0,Call
INTL PAPER CO,CMN,460146103,12246,230800,SH,DFND,1,230800,0,0,Put
INTL PAPER CO,CMN,460146103,49248,928152,SH,DFND,2,925519,0,2633,
INTL PAPER CO,CMN,460146103,915,17246,SH,DFND,6,17246,0,0,
INTRA CELLULAR THERAPIES INC,CMN,46116X101,1083,71792,SH,DFND,1,71792,0,0,
INTRA CELLULAR THERAPIES INC,CMN,46116X101,174,11508,SH,DFND,2,11508,0,0,
INTRALINKS HLDGS INC,CMN,46118H104,1311,96939,SH,DFND,1,96939,0,0,
INTRAWEST RESORTS HLDGS INC,CMN,46090K109,317,17787,SH,DFND,1,17787,0,0,
INTREPID POTASH INC,CMN,46121Y102,79,37744,SH,DFND,1,37744,0,0,
INTREPID POTASH INC,CMN,46121Y102,76,36300,SH,DFND,1,36300,0,0,Put
INTREPID POTASH INC,CMN,46121Y102,24,11500,SH,DFND,1,11500,0,0,Call
INTREXON CORP,CMN,46122T102,1377,56669,SH,DFND,1,56669,0,0,
INTREXON CORP,CMN,46122T102,816,33580,SH,DFND,2,33580,0,0,
INTUIT,CMN,461202103,102876,897619,SH,DFND,1,815287,0,82332,
INTUIT,CMN,461202103,1685,14700,SH,DFND,1,14700,0,0,Put
INTUIT,CMN,461202103,1570,13700,SH,DFND,1,13700,0,0,Call
INTUIT,CMN,461202103,281989,2460418,SH,DFND,2,2141687,0,318731,
INTUIT,CMN,461202103,53978,470972,SH,DFND,3,69,0,470903,
INTUIT,CMN,461202103,4063,35449,SH,DFND,4,0,0,35449,
INTUIT,CMN,461202103,2261,19730,SH,DFND,6,19730,0,0,
INTUIT,CMN,461202103,419,3657,SH,OTR,"6,2",0,3657,0,
INTUITIVE SURGICAL INC,CMN,46120E602,150862,237889,SH,DFND,1,237181,0,708,
INTUITIVE SURGICAL INC,CMN,46120E602,39636,62500,SH,DFND,1,62500,0,0,Put
INTUITIVE SURGICAL INC,CMN,46120E602,53587,84500,SH,DFND,1,84500,0,0,Call
INTUITIVE SURGICAL INC,CMN,46120E602,25667,40473,SH,DFND,2,39429,0,1044,
INTUITIVE SURGICAL INC,CMN,46120E602,725,1144,SH,DFND,6,1144,0,0,
INUVO INC,CMN,46122W204,34,20117,SH,DFND,1,20117,0,0,
INVACARE CORP,CMN,461203101,3039,232892,SH,DFND,1,228695,0,4197,
INVENSENSE INC,CMN,46123D205,6747,527498,SH,DFND,1,527498,0,0,
INVENSENSE INC,CMN,46123D205,867,67800,SH,DFND,1,67800,0,0,Put
INVENSENSE INC,CMN,46123D205,2815,220100,SH,DFND,1,220100,0,0,Call
INVENTERGY GLOBAL INC,CMN,46123X409,8,10976,SH,DFND,1,10976,0,0,
INVESCO LTD,CMN,G491BT108,37282,1228817,SH,DFND,1,1225674,0,3143,
INVESCO LTD,CMN,G491BT108,971,32000,SH,DFND,1,32000,0,0,Put
INVESCO LTD,CMN,G491BT108,6939,228700,SH,DFND,1,228700,0,0,Call
INVESCO LTD,CMN,G491BT108,139181,4587376,SH,DFND,2,4568767,0,18609,
INVESCO LTD,CMN,G491BT108,351,11555,SH,DFND,5,3455,0,8100,
INVESCO LTD,CMN,G491BT108,780,25710,SH,DFND,6,25710,0,0,
INVESCO MORTGAGE CAPITAL INC,CMN,46131B100,6532,447417,SH,DFND,1,447417,0,0,
INVESCO MORTGAGE CAPITAL INC,CMN,46131B100,8754,599620,SH,DFND,2,599620,0,0,
INVESCO MUN OPPORTUNITY TR,CMN,46132C107,214,16799,SH,DFND,1,16799,0,0,
INVESCO SR INCOME TR,CMN,46131H107,115,24870,SH,DFND,1,24870,0,0,
INVESTMENT TECHNOLOGY GRP NE,CMN,46145F105,2035,103074,SH,DFND,1,103074,0,0,
