nameOfIssuer,titleOfClass,cusip,value,shrsOrPrnAmt/sshPrnamt,shrsOrPrnAmt/sshPrnamtType,investmentDiscretion,otherManager,votingAuthority/Sole,votingAuthority/Shared,votingAuthority/None,putCall
UNITED STATES NATL GAS FUND,CMN,912318201,17769,858825,SH,DFND,1,858825,0,0,Put
UNITED STATES NATL GAS FUND,CMN,912318201,37921,1832800,SH,DFND,1,1832800,0,0,Call
UNITED STATES OIL FUND LP,CMN,91232N108,134832,3817431,SH,DFND,1,3817314,0,117,
UNITED STATES OIL FUND LP,CMN,91232N108,303074,8580800,SH,DFND,1,8580800,0,0,Call
UNITED STATES OIL FUND LP,CMN,91232N108,308103,8723200,SH,DFND,1,8723200,0,0,Put
UNITED STATES OIL FUND LP,CMN,91232N108,637,18047,SH,DFND,3,8287,0,9760,
UNITED STATES STL CORP NEW,CMN,912909108,25493,864159,SH,DFND,1,864159,0,0,
UNITED STATES STL CORP NEW,CNV,912909AE8,2047,1918000,PRN,DFND,1,1918000,0,0,
UNITED STATES STL CORP NEW,CMN,912909108,91226,3092400,SH,DFND,1,3092400,0,0,Put
UNITED STATES STL CORP NEW,CMN,912909108,36064,1222500,SH,DFND,1,1222500,0,0,Call
UNITED STATES STL CORP NEW,CMN,912909108,10836,367311,SH,DFND,2,364229,0,3082,
UNITED STATES STL CORP NEW,CMN,912909108,472,16006,SH,DFND,3,16006,0,0,
UNITED STATES STL CORP NEW,CMN,912909108,1690,57298,SH,DFND,7,57298,0,0,
UNITED STATIONERS INC,CMN,913004107,4141,90234,SH,DFND,1,90234,0,0,
UNITED STS BRENT OIL FD LP,CMN,91167Q100,274,6146,SH,DFND,1,78,0,6068,
UNITED TECHNOLOGIES CORP,CMN,913017109,223306,1962264,SH,DFND,1,1901989,0,60275,
UNITED TECHNOLOGIES CORP,CMN,913017109,77361,679800,SH,DFND,1,679800,0,0,Call
UNITED TECHNOLOGIES CORP,CMN,913017109,50652,445100,SH,DFND,1,445100,0,0,Put
UNITED TECHNOLOGIES CORP,CMN,913017109,103918,913161,SH,DFND,2,848044,0,65117,
UNITED TECHNOLOGIES CORP,CMN,913017109,36,319,SH,DFND,6,319,0,0,
UNITED TECHNOLOGIES CORP,CMN,913017109,3050,26799,SH,OTR,"6,2",0,26799,0,
UNITED THERAPEUTICS CORP DEL,CMN,91307C102,21681,191733,SH,DFND,1,191733,0,0,
UNITED THERAPEUTICS CORP DEL,CMN,91307C102,2035,18000,SH,DFND,1,18000,0,0,Call
UNITED THERAPEUTICS CORP DEL,CMN,91307C102,927,8200,SH,DFND,1,8200,0,0,Put
UNITED THERAPEUTICS CORP DEL,CMN,91307C102,34856,308244,SH,DFND,2,239514,0,68730,
UNITED THERAPEUTICS CORP DEL,CMN,91307C102,290,2566,SH,OTR,"6,2",0,2566,0,
UNITEDHEALTH GROUP INC,CMN,91324P102,206144,2737641,SH,DFND,1,1975706,0,761935,
UNITEDHEALTH GROUP INC,CMN,91324P102,72205,958900,SH,DFND,1,958900,0,0,Put
UNITEDHEALTH GROUP INC,CMN,91324P102,71912,955000,SH,DFND,1,955000,0,0,Call
UNITEDHEALTH GROUP INC,CMN,91324P102,369305,4904449,SH,DFND,2,4808413,0,96036,
UNITEDHEALTH GROUP INC,CMN,91324P102,22676,301137,SH,DFND,5,0,0,301137,
UNITEDHEALTH GROUP INC,CMN,91324P102,6269,83253,SH,OTR,"6,2",0,83253,0,
UNITIL CORP,CMN,913259107,836,27414,SH,DFND,1,27414,0,0,
UNIVERSAL AMERN CORP NEW,CMN,91338E101,175,23915,SH,DFND,1,23915,0,0,
UNIVERSAL CORP VA,CMN,913456109,2668,48870,SH,DFND,1,48870,0,0,
UNIVERSAL CORP VA,CMN,913456109,392,7187,SH,DFND,2,7187,0,0,
UNIVERSAL DISPLAY CORP,CMN,91347P105,1793,52179,SH,DFND,1,16679,0,35500,
UNIVERSAL DISPLAY CORP,CMN,91347P105,3704,107800,SH,DFND,1,107800,0,0,Put
UNIVERSAL DISPLAY CORP,CMN,91347P105,3463,100800,SH,DFND,1,100800,0,0,Call
UNIVERSAL ELECTRS INC,CMN,913483103,1595,41845,SH,DFND,1,41845,0,0,
UNIVERSAL FST PRODS INC,CMN,913543104,2895,55520,SH,DFND,1,55520,0,0,
UNIVERSAL FST PRODS INC,CMN,913543104,638,12229,SH,DFND,2,12229,0,0,
UNIVERSAL HEALTH RLTY INCM T,CMN,91359E105,1587,39613,SH,DFND,1,39613,0,0,
UNIVERSAL HEALTH RLTY INCM T,CMN,91359E105,684,17082,SH,DFND,2,17082,0,0,
UNIVERSAL HLTH SVCS INC,CMN,913903100,14937,183819,SH,DFND,1,183819,0,0,
UNIVERSAL HLTH SVCS INC,CMN,913903100,488,6000,SH,DFND,1,6000,0,0,Put
UNIVERSAL HLTH SVCS INC,CMN,913903100,236,2900,SH,DFND,1,2900,0,0,Call
UNIVERSAL HLTH SVCS INC,CMN,913903100,3953,48648,SH,DFND,2,48648,0,0,
UNIVERSAL INS HLDGS INC,CMN,91359V107,421,29085,SH,DFND,2,29085,0,0,
UNIVERSAL STAINLESS & ALLOY,CMN,913837100,250,6923,SH,DFND,1,6923,0,0,
UNIVERSAL TECHNICAL INST INC,CMN,913915104,744,53486,SH,DFND,1,53486,0,0,
UNIVEST CORP PA,CMN,915271100,523,25303,SH,DFND,1,25303,0,0,
UNS ENERGY CORP,CMN,903119105,9482,158434,SH,DFND,1,158434,0,0,
UNS ENERGY CORP,CMN,903119105,478,7988,SH,DFND,2,7988,0,0,
UNUM GROUP,CMN,91529Y106,30709,875404,SH,DFND,1,875204,0,200,
UNUM GROUP,CMN,91529Y106,663,18900,SH,DFND,1,18900,0,0,Call
UNUM GROUP,CMN,91529Y106,196,5600,SH,DFND,1,5600,0,0,Put
UNUM GROUP,CMN,91529Y106,5841,166512,SH,DFND,2,166512,0,0,
UNWIRED PLANET INC NEW,CMN,91531F103,82,59459,SH,DFND,1,59459,0,0,
UNWIRED PLANET INC NEW,CMN,91531F103,87,62776,SH,DFND,2,62776,0,0,
UR ENERGY INC,CMN,91688R108,55,39727,SH,DFND,1,39727,0,0,
URANIUM ENERGY CORP,CMN,916896103,204,101946,SH,DFND,1,101946,0,0,
URANIUM ENERGY CORP,CMN,916896103,21,10253,SH,DFND,7,10253,0,0,
URBAN OUTFITTERS INC,CMN,917047102,48523,1307887,SH,DFND,1,252574,0,1055313,
URBAN OUTFITTERS INC,CMN,917047102,4059,109400,SH,DFND,1,109400,0,0,Put
URBAN OUTFITTERS INC,CMN,917047102,15048,405600,SH,DFND,1,405600,0,0,Call
URBAN OUTFITTERS INC,CMN,917047102,48148,1297802,SH,DFND,2,1250983,0,46819,
URBAN OUTFITTERS INC,CMN,917047102,173,4672,SH,OTR,"6,2",0,4672,0,
URS CORP NEW,CMN,903236107,6586,124282,SH,DFND,1,124282,0,0,
URS CORP NEW,CMN,903236107,1081,20400,SH,DFND,1,20400,0,0,Call
URS CORP NEW,CMN,903236107,191,3600,SH,DFND,1,3600,0,0,Put
URS CORP NEW,CMN,903236107,1603,30246,SH,DFND,2,30246,0,0,
URSTADT BIDDLE PPTYS INC,CMN,917286205,1127,61099,SH,DFND,1,61099,0,0,
US AIRWAYS GROUP INC,CNV,911905AC1,475,86000,PRN,DFND,1,86000,0,0,
US BANCORP DEL,CMN,902973304,176815,4376599,SH,DFND,1,4142765,0,233834,
US BANCORP DEL,CMN,902973304,83022,2055000,SH,DFND,1,2055000,0,0,Call
US BANCORP DEL,CMN,902973304,40554,1003800,SH,DFND,1,1003800,0,0,Put
US BANCORP DEL,CMN,902973304,90877,2249436,SH,DFND,2,2020913,0,228523,
US BANCORP DEL,CMN,902973304,5839,144520,SH,DFND,3,2,0,144518,
US BANCORP DEL,CMN,902973304,727,18000,SH,DFND,6,18000,0,0,
US BANCORP DEL,CMN,902973304,2651,65624,SH,OTR,"6,2",0,65624,0,
US ECOLOGY INC,CMN,91732J102,1364,36757,SH,DFND,1,36757,0,0,
USA COMPRESSION PARTNERS LP,CMN,90290N109,19213,716916,SH,DFND,2,716916,0,0,
USA MOBILITY INC,CMN,90341G103,1073,75162,SH,DFND,1,75162,0,0,
USA MOBILITY INC,CMN,90341G103,983,68829,SH,DFND,2,68829,0,0,
USANA HEALTH SCIENCES INC,CMN,90328M107,1941,25687,SH,DFND,1,25687,0,0,
USANA HEALTH SCIENCES INC,CMN,90328M107,5719,75662,SH,DFND,2,75662,0,0,
USANA HEALTH SCIENCES INC,CMN,90328M107,265,3500,SH,DFND,3,3500,0,0,
USEC INC,CNV,90333EAC2,23,68000,PRN,DFND,1,68000,0,0,
USEC INC,CNV,90333EAC2,138,415000,PRN,DFND,2,415000,0,0,
UTI WORLDWIDE INC,CMN,G87210103,1849,105275,SH,DFND,1,105275,0,0,
UTI WORLDWIDE INC,CMN,G87210103,241,13746,SH,DFND,2,13746,0,0,
V F CORP,CMN,918204108,90254,1447773,SH,DFND,1,1447225,0,548,
V F CORP,CMN,918204108,7618,122200,SH,DFND,1,122200,0,0,Call
V F CORP,CMN,918204108,3254,52200,SH,DFND,1,52200,0,0,Put
V F CORP,CMN,918204108,12144,194796,SH,DFND,2,194796,0,0,
VAALCO ENERGY INC,CMN,91851C201,1696,246141,SH,DFND,1,246141,0,0,
VAIL RESORTS INC,CMN,91879Q109,2676,35573,SH,DFND,1,35019,0,554,
VAIL RESORTS INC,CMN,91879Q109,80007,1063496,SH,DFND,2,1033326,0,30170,
VALASSIS COMMUNICATIONS INC,CMN,918866104,2809,82003,SH,DFND,1,82003,0,0,
VALASSIS COMMUNICATIONS INC,CMN,918866104,5377,157000,SH,DFND,1,157000,0,0,Put
VALASSIS COMMUNICATIONS INC,CMN,918866104,279,8134,SH,DFND,2,8134,0,0,
VALE S A,CMN,91912E105,19867,1302724,SH,DFND,1,1269704,0,33020,
VALE S A,CMN,91912E204,6263,447029,SH,DFND,1,447029,0,0,
VALE S A,CMN,91912E105,42053,2757600,SH,DFND,1,2757600,0,0,Put
VALE S A,CMN,91912E105,55772,3657200,SH,DFND,1,3657200,0,0,Call
VALE S A,CMN,91912E105,43287,2838489,SH,DFND,2,2838489,0,0,
VALE S A,CMN,91912E204,4556,325200,SH,DFND,2,325200,0,0,
VALE S A,CMN,91912E105,1688,110678,SH,DFND,3,97978,0,12700,
VALE S A,CMN,91912E204,26449,1887841,SH,DFND,3,1887841,0,0,
VALE S A,CMN,91912E105,168,11000,SH,DFND,4,0,0,11000,
VALE S A,CMN,91912E105,520,34112,SH,DFND,7,34112,0,0,
VALEANT PHARMACEUTICALS INTL,CMN,91911K102,44185,376361,SH,DFND,1,369586,0,6775,
VALEANT PHARMACEUTICALS INTL,CMN,91911K102,112727,960200,SH,DFND,1,960200,0,0,Call
VALEANT PHARMACEUTICALS INTL,CMN,91911K102,16835,143400,SH,DFND,1,143400,0,0,Put
VALEANT PHARMACEUTICALS INTL,CMN,91911K102,97754,832655,SH,DFND,2,832655,0,0,
VALEANT PHARMACEUTICALS INTL,CMN,91911K102,556,4738,SH,DFND,3,4738,0,0,
VALERO ENERGY CORP NEW,CMN,91913Y100,105296,2089208,SH,DFND,1,2087128,0,2080,
VALERO ENERGY CORP NEW,CMN,91913Y100,137350,2725200,SH,DFND,1,2725200,0,0,Call
VALERO ENERGY CORP NEW,CMN,91913Y100,82162,1630200,SH,DFND,1,1630200,0,0,Put
VALERO ENERGY CORP NEW,CMN,91913Y100,19444,385796,SH,DFND,2,381252,0,4544,
VALERO ENERGY CORP NEW,CMN,91913Y100,6,120,SH,DFND,6,120,0,0,
VALERO ENERGY CORP NEW,CMN,91913Y100,518,10285,SH,OTR,"6,2",0,10285,0,
VALERO ENERGY CORP NEW,CMN,91913Y100,243,4819,SH,DFND,7,4819,0,0,
VALERO ENERGY PARTNERS LP,CMN,91914J102,39686,1152000,SH,DFND,2,1152000,0,0,
VALHI INC NEW,CMN,918905100,891,50682,SH,DFND,1,50682,0,0,
VALIDUS HOLDINGS LTD,CMN,G9319H102,3150,78187,SH,DFND,1,78187,0,0,
VALIDUS HOLDINGS LTD,CMN,G9319H102,126312,3135076,SH,DFND,2,3115973,0,19103,
VALLEY NATL BANCORP,CMN,919794107,3398,335753,SH,DFND,1,335753,0,0,
VALLEY NATL BANCORP,CMN,919794107,8045,794979,SH,DFND,2,794979,0,0,
VALMONT INDS INC,CMN,920253101,11415,76547,SH,DFND,1,76547,0,0,
VALMONT INDS INC,CMN,920253101,2940,19716,SH,DFND,2,19716,0,0,
VALSPAR CORP,CMN,920355104,9463,132739,SH,DFND,1,132269,0,470,
VALSPAR CORP,CMN,920355104,155302,2178460,SH,DFND,2,2138625,0,39835,
VALUECLICK INC,CMN,92046N102,6467,276739,SH,DFND,1,276739,0,0,
VALUECLICK INC,CMN,92046N102,909,38900,SH,DFND,1,38900,0,0,Put
VALUECLICK INC,CMN,92046N102,1274,54500,SH,DFND,1,54500,0,0,Call
VALUECLICK INC,CMN,92046N102,5893,252182,SH,DFND,2,252182,0,0,
VALUEVISION MEDIA INC,CMN,92047K107,83,11925,SH,DFND,1,11925,0,0,
VANDA PHARMACEUTICALS INC,CMN,921659108,6214,500749,SH,DFND,1,500749,0,0,
VANDA PHARMACEUTICALS INC,CMN,921659108,2959,238400,SH,DFND,1,238400,0,0,Put
VANDA PHARMACEUTICALS INC,CMN,921659108,5728,461600,SH,DFND,1,461600,0,0,Call
VANGUARD ADMIRAL FDS INC,CMN,921932505,231,2617,SH,DFND,1,0,0,2617,
VANGUARD BD INDEX FD INC,CMN,921937835,43444,542710,SH,DFND,1,99066,0,443644,
VANGUARD BD INDEX FD INC,CMN,921937793,2854,34958,SH,DFND,1,34758,0,200,
VANGUARD BD INDEX FD INC,CMN,921937827,21222,265513,SH,DFND,1,84564,0,180949,
VANGUARD BD INDEX FD INC,CMN,921937827,942,11780,SH,DFND,4,0,0,11780,
VANGUARD BD INDEX FD INC,CMN,921937835,205,2561,SH,DFND,6,2561,0,0,
VANGUARD INDEX FDS,CMN,922908652,8202,99178,SH,DFND,1,54163,0,45015,
VANGUARD INDEX FDS,CMN,922908363,319290,1887616,SH,DFND,1,921227,0,966389,
VANGUARD INDEX FDS,CMN,922908553,236126,3657469,SH,DFND,1,2900399,0,757070,
VANGUARD INDEX FDS,CMN,922908512,11723,146942,SH,DFND,1,146392,0,550,
VANGUARD INDEX FDS,CMN,922908751,68799,625732,SH,DFND,1,102760,0,522972,
VANGUARD INDEX FDS,CMN,922908736,87062,935644,SH,DFND,1,142845,0,792799,
VANGUARD INDEX FDS,CMN,922908629,9868,89693,SH,DFND,1,281,0,89412,
VANGUARD INDEX FDS,CMN,922908595,2578,21078,SH,DFND,1,1199,0,19879,
VANGUARD INDEX FDS,CMN,922908611,15441,158576,SH,DFND,1,100233,0,58343,
VANGUARD INDEX FDS,CMN,922908637,1409,16617,SH,DFND,1,568,0,16049,
VANGUARD INDEX FDS,CMN,922908744,95586,1251292,SH,DFND,1,208470,0,1042822,
VANGUARD INDEX FDS,CMN,922908769,141180,1471856,SH,DFND,1,1190764,0,281092,
VANGUARD INDEX FDS,CMN,922908363,40117,237170,SH,DFND,2,237170,0,0,
VANGUARD INDEX FDS,CMN,922908363,5772,34123,SH,DFND,3,0,0,34123,
VANGUARD INDEX FDS,CMN,922908751,293,2668,SH,DFND,5,0,0,2668,
VANGUARD INDEX FDS,CMN,922908769,4043,42154,SH,DFND,5,0,0,42154,
VANGUARD INTL EQUITY INDEX F,CMN,922042874,37747,641954,SH,DFND,1,287922,0,354032,
VANGUARD INTL EQUITY INDEX F,CMN,922042775,21402,421881,SH,DFND,1,126275,0,295606,
VANGUARD INTL EQUITY INDEX F,CMN,922042858,1140099,27712657,SH,DFND,1,3324079,0,24388578,
VANGUARD INTL EQUITY INDEX F,CMN,922042866,1928,31445,SH,DFND,1,12995,0,18450,
VANGUARD INTL EQUITY INDEX F,CMN,922042742,5990,100850,SH,DFND,1,61072,0,39778,
VANGUARD INTL EQUITY INDEX F,CMN,922042718,1124,10919,SH,DFND,1,2202,0,8717,
VANGUARD INTL EQUITY INDEX F,CMN,922042676,9968,182966,SH,DFND,1,0,0,182966,
VANGUARD INTL EQUITY INDEX F,CMN,922042858,5710,138800,SH,DFND,1,138800,0,0,Call
VANGUARD INTL EQUITY INDEX F,CMN,922042858,3357,81600,SH,DFND,1,81600,0,0,Put
VANGUARD INTL EQUITY INDEX F,CMN,922042858,157842,3836704,SH,DFND,2,3836704,0,0,
VANGUARD INTL EQUITY INDEX F,CMN,922042874,7199,122425,SH,DFND,3,0,0,122425,
VANGUARD INTL EQUITY INDEX F,CMN,922042858,6119,148743,SH,DFND,3,0,0,148743,
VANGUARD INTL EQUITY INDEX F,CMN,922042858,1098,26693,SH,DFND,4,0,0,26693,
VANGUARD INTL EQUITY INDEX F,CMN,922042874,218620,3718019,SH,DFND,5,0,0,3718019,
VANGUARD INTL EQUITY INDEX F,CMN,922042858,3500,85087,SH,DFND,5,0,0,85087,
VANGUARD INTL EQUITY INDEX F,CMN,922042775,636,12530,SH,DFND,5,0,0,12530,
VANGUARD INTL EQUITY INDEX F,CMN,922042858,27045,657379,SH,DFND,6,657379,0,0,
VANGUARD INTL EQUITY INDEX F,CMN,922042858,2261,54957,SH,OTR,"6,2",0,54957,0,
VANGUARD MALVERN FDS,CMN,922020805,33818,685540,SH,DFND,1,0,0,685540,
VANGUARD NAT RES LLC,CMN,92205F106,1083,36690,SH,DFND,1,36690,0,0,
VANGUARD NAT RES LLC,CMN,92205F106,21597,731615,SH,DFND,2,731615,0,0,
VANGUARD SCOTTSDALE FDS,CMN,92206C813,2650,31926,SH,DFND,1,31926,0,0,
VANGUARD SCOTTSDALE FDS,CMN,92206C409,4523,56694,SH,DFND,1,1114,0,55580,
VANGUARD SCOTTSDALE FDS,CMN,92206C771,4229,82863,SH,DFND,1,82863,0,0,
VANGUARD SCOTTSDALE FDS,CMN,92206C870,480,5808,SH,DFND,1,3738,0,2070,
VANGUARD SPECIALIZED PORTFOL,CMN,921908844,39353,523038,SH,DFND,1,190350,0,332688,
VANGUARD SPECIALIZED PORTFOL,CMN,921908844,10973,145845,SH,DFND,5,0,0,145845,
VANGUARD STAR FD,CMN,921909768,5298,101149,SH,DFND,1,7400,0,93749,
VANGUARD TAX MANAGED INTL FD,CMN,921943858,457692,10981091,SH,DFND,1,400790,0,10580301,
VANGUARD TAX MANAGED INTL FD,CMN,921943858,3259,78191,SH,DFND,5,0,0,78191,
VANGUARD TAX MANAGED INTL FD,CMN,921943858,771,18503,SH,DFND,6,18503,0,0,
VANGUARD WHITEHALL FDS INC,CMN,921946406,30184,484332,SH,DFND,1,29945,0,454387,
VANGUARD WORLD FD,CMN,921910816,6059,83592,SH,DFND,1,59640,0,23952,
VANGUARD WORLD FD,CMN,921910873,491,7778,SH,DFND,1,96,0,7682,
VANGUARD WORLD FDS,CMN,92204A702,25740,287470,SH,DFND,1,175303,0,112167,
VANGUARD WORLD FDS,CMN,92204A603,1400,13997,SH,DFND,1,13997,0,0,
VANGUARD WORLD FDS,CMN,92204A876,2704,32469,SH,DFND,1,32469,0,0,
VANGUARD WORLD FDS,CMN,92204A108,599,5545,SH,DFND,1,5545,0,0,
VANGUARD WORLD FDS,CMN,92204A504,447,4421,SH,DFND,1,21,0,4400,
VANGUARD WORLD FDS,CMN,92204A405,1743,39231,SH,DFND,1,21532,0,17699,
VANGUARD WORLD FDS,CMN,92204A884,919,10979,SH,DFND,1,384,0,10595,
VANGUARD WORLD FDS,CMN,92204A207,5371,48795,SH,DFND,2,48795,0,0,
VANGUARD WORLD FDS,CMN,92204A504,14899,147372,SH,DFND,2,147372,0,0,
VANGUARD WORLD FDS,CMN,92204A702,18100,202145,SH,DFND,2,202145,0,0,
VANGUARD WORLD FDS,CMN,92204A801,4774,46233,SH,DFND,2,46233,0,0,
VANTAGE DRILLING COMPANY,CMN,G93205113,106,57455,SH,DFND,1,57455,0,0,
VANTAGESOUTH BANCSHARES INC,CMN,92209W105,53,10120,SH,DFND,1,10120,0,0,
VANTIV INC,CMN,92210H105,2562,78558,SH,DFND,1,78558,0,0,
VARIAN MED SYS INC,CMN,92220P105,26653,343068,SH,DFND,1,343068,0,0,
VARIAN MED SYS INC,CMN,92220P105,567,7300,SH,DFND,1,7300,0,0,Call
VARIAN MED SYS INC,CMN,92220P105,3916,50400,SH,DFND,1,50400,0,0,Put
VARIAN MED SYS INC,CMN,92220P105,3870,49808,SH,DFND,2,49808,0,0,
VASCO DATA SEC INTL INC,CMN,92230Y104,616,79648,SH,DFND,1,79648,0,0,
VASCULAR SOLUTIONS INC,CMN,92231M109,646,27908,SH,DFND,1,27908,0,0,
VASCULAR SOLUTIONS INC,CMN,92231M109,436,18829,SH,DFND,2,18829,0,0,
VCA ANTECH INC,CMN,918194101,5595,178411,SH,DFND,1,157111,0,21300,
VCA ANTECH INC,CMN,918194101,445,14200,SH,DFND,1,14200,0,0,Put
VCA ANTECH INC,CMN,918194101,331,10539,SH,DFND,2,10539,0,0,
VECTOR GROUP LTD,CMN,92240M108,1314,80298,SH,DFND,1,80298,0,0,
VECTOR GROUP LTD,CMN,92240M108,235,14372,SH,DFND,2,14372,0,0,
VECTREN CORP,CMN,92240G101,4946,139336,SH,DFND,1,139336,0,0,
VECTREN CORP,CMN,92240G101,7433,209380,SH,DFND,2,201536,0,7844,
VEECO INSTRS INC DEL,CMN,922417100,3712,112791,SH,DFND,1,112791,0,0,
VEECO INSTRS INC DEL,CMN,922417100,750,22800,SH,DFND,1,22800,0,0,Call
VEECO INSTRS INC DEL,CMN,922417100,128,3900,SH,DFND,1,3900,0,0,Put
VEECO INSTRS INC DEL,CMN,922417100,248,7544,SH,DFND,2,7544,0,0,
VEEVA SYS INC,CMN,922475108,46,1426,SH,DFND,1,1426,0,0,
VEEVA SYS INC,CMN,922475108,963,30000,SH,DFND,1,30000,0,0,Call
VELTI PLC ST HELIER,CMN,G93285107,122,2173004,SH,DFND,1,2173004,0,0,
VELTI PLC ST HELIER,CMN,G93285107,1,11585,SH,DFND,3,11585,0,0,
VENTAS INC,CMN,92276F100,73374,1280965,SH,DFND,1,1280965,0,0,
VENTAS INC,CMN,92276F100,1850,32300,SH,DFND,1,32300,0,0,Put
VENTAS INC,CMN,92276F100,1300,22700,SH,DFND,1,22700,0,0,Call
VENTAS INC,CMN,92276F100,120304,2100288,SH,DFND,2,2073902,0,26386,
VENTAS INC,CMN,92276F100,45,794,SH,OTR,"6,2",0,794,0,
VEOLIA ENVIRONNEMENT,CMN,92334N103,1066,65138,SH,DFND,2,65138,0,0,
VERA BRADLEY INC,CMN,92335C106,663,27582,SH,DFND,1,27582,0,0,
VERASTEM INC,CMN,92337C104,159,13972,SH,DFND,1,13972,0,0,
VERIFONE SYS INC,CMN,92342Y109,3520,131262,SH,DFND,1,122321,0,8941,
VERIFONE SYS INC,CMN,92342Y109,1644,61300,SH,DFND,1,61300,0,0,Put
VERIFONE SYS INC,CMN,92342Y109,3814,142200,SH,DFND,1,142200,0,0,Call
VERIFONE SYS INC,CMN,92342Y109,1239,46213,SH,DFND,2,46213,0,0,
VERINT SYS INC,CMN,92343X100,613,14280,SH,DFND,1,13157,0,1123,
VERINT SYS INC,CMN,92343X100,46740,1088506,SH,DFND,2,1025389,0,63117,
VERISIGN INC,CMN,92343E102,49808,833193,SH,DFND,1,820237,0,12956,
VERISIGN INC,CMN,92343E102,4083,68300,SH,DFND,1,68300,0,0,Call
VERISIGN INC,CMN,92343E102,2600,43500,SH,DFND,1,43500,0,0,Put
VERISIGN INC,CMN,92343E102,10757,179935,SH,DFND,2,179935,0,0,
VERISK ANALYTICS INC,CMN,92345Y106,10697,162760,SH,DFND,1,162760,0,0,
VERISK ANALYTICS INC,CMN,92345Y106,1993,30321,SH,DFND,2,30321,0,0,
VERIZON COMMUNICATIONS INC,CMN,92343V104,372985,7590255,SH,DFND,1,7136367,0,453888,
VERIZON COMMUNICATIONS INC,CMN,92343V104,121366,2469800,SH,DFND,1,2469800,0,0,Call
VERIZON COMMUNICATIONS INC,CMN,92343V104,97838,1991000,SH,DFND,1,1991000,0,0,Put
VERIZON COMMUNICATIONS INC,CMN,92343V104,132326,2692830,SH,DFND,2,2509328,0,183502,
VERIZON COMMUNICATIONS INC,CMN,92343V104,2689,54724,SH,DFND,3,50004,0,4720,
VERIZON COMMUNICATIONS INC,CMN,92343V104,4914,100000,SH,DFND,3,100000,0,0,Call
VERIZON COMMUNICATIONS INC,CMN,92343V104,781,15900,SH,DFND,5,0,0,15900,
VERIZON COMMUNICATIONS INC,CMN,92343V104,327,6663,SH,DFND,6,6663,0,0,
VERIZON COMMUNICATIONS INC,CMN,92343V104,3745,76211,SH,OTR,"6,2",0,76211,0,
VERMILION ENERGY INC,CMN,923725105,384,6550,SH,DFND,1,6550,0,0,
VERMILION ENERGY INC,CMN,923725105,4672,79700,SH,DFND,2,79700,0,0,
VERMILION ENERGY INC,CMN,923725105,2435,41537,SH,DFND,3,41537,0,0,
VERSAR INC,CMN,925297103,148,30637,SH,DFND,1,30637,0,0,
VERTEX PHARMACEUTICALS INC,CMN,92532F100,50985,686207,SH,DFND,1,680964,0,5243,
VERTEX PHARMACEUTICALS INC,CMN,92532F100,6628,89200,SH,DFND,1,89200,0,0,Put
VERTEX PHARMACEUTICALS INC,CMN,92532F100,5298,71300,SH,DFND,1,71300,0,0,Call
VERTEX PHARMACEUTICALS INC,CMN,92532F100,276402,3720084,SH,DFND,2,3633455,0,86629,
VERTEX PHARMACEUTICALS INC,CMN,92532F100,3389,45614,SH,OTR,"6,2",0,45614,0,
VIACOM INC NEW,CMN,92553P201,200136,2291456,SH,DFND,1,1363624,0,927832,
VIACOM INC NEW,CMN,92553P201,11607,132900,SH,DFND,1,132900,0,0,Call
VIACOM INC NEW,CMN,92553P201,34141,390900,SH,DFND,1,390900,0,0,Put
VIACOM INC NEW,CMN,92553P201,182252,2086699,SH,DFND,2,1952379,0,134320,
VIACOM INC NEW,CMN,92553P201,33425,382700,SH,DFND,5,0,0,382700,
VIACOM INC NEW,CMN,92553P201,9,100,SH,DFND,6,100,0,0,
VIACOM INC NEW,CMN,92553P201,3741,42831,SH,OTR,"6,2",0,42831,0,
VIAD CORP,CMN,92552R406,2266,81556,SH,DFND,1,81556,0,0,
VIASAT INC,CMN,92552V100,7875,125694,SH,DFND,1,125694,0,0,
VIASAT INC,CMN,92552V100,1295,20671,SH,DFND,2,20671,0,0,
VICAL INC,CMN,925602104,107,90712,SH,DFND,1,90712,0,0,
VICAL INC,CMN,925602104,16,13323,SH,DFND,2,13323,0,0,
VICOR CORP,CMN,925815102,520,38767,SH,DFND,1,38767,0,0,
VIEWPOINT FINL GROUP INC MD,CMN,92672A101,3826,139368,SH,DFND,1,137415,0,1953,
VIEWPOINT FINL GROUP INC MD,CMN,92672A101,48360,1761766,SH,DFND,2,1656364,0,105402,
VILLAGE SUPER MKT INC,CMN,927107409,412,13277,SH,DFND,1,13277,0,0,
VIMPELCOM LTD,CMN,92719A106,10817,835906,SH,DFND,1,835906,0,0,
VIMPELCOM LTD,CMN,92719A106,570,44087,SH,DFND,7,44087,0,0,
VIOLIN MEMORY INC,CMN,92763A101,555,140198,SH,DFND,1,140198,0,0,
VIPSHOP HLDGS LTD,CMN,92763W103,7250,86636,SH,DFND,1,86636,0,0,
VIPSHOP HLDGS LTD,CMN,92763W103,86348,1031888,SH,DFND,7,1031888,0,0,
VIRGINIA COMM BANCORP INC,CMN,92778Q109,1502,88402,SH,DFND,1,88402,0,0,
VIRNETX HLDG CORP,CMN,92823T108,1223,63018,SH,DFND,1,63018,0,0,
VIRNETX HLDG CORP,CMN,92823T108,4,200,SH,DFND,1,200,0,0,Put
