nameOfIssuer,titleOfClass,cusip,value,shrsOrPrnAmt/sshPrnamt,shrsOrPrnAmt/sshPrnamtType,investmentDiscretion,otherManager,votingAuthority/Sole,votingAuthority/Shared,votingAuthority/None,putCall
MONOTYPE IMAGING HOLDINGS IN,CMN,61022P100,2114,109839,SH,DFND,1,109839,0,0,
MONRO INC,CMN,610236101,10214,182224,SH,DFND,1,182224,0,0,
MONRO INC,CMN,610236101,327,5836,SH,DFND,2,5836,0,0,
MONRO INC,CMN,610236101,254,4536,SH,DFND,6,4536,0,0,
MONSANTO CO NEW,CMN,61166W101,447572,3735369,SH,DFND,1,3726519,0,8850,
MONSANTO CO NEW,CMN,61166W101,28601,238700,SH,DFND,1,238700,0,0,Put
MONSANTO CO NEW,CMN,61166W101,31165,260100,SH,DFND,1,260100,0,0,Call
MONSANTO CO NEW,CMN,61166W101,101191,844524,SH,DFND,2,707978,0,136546,
MONSANTO CO NEW,CMN,61166W101,817,6820,SH,DFND,3,6820,0,0,
MONSANTO CO NEW,CMN,61166W101,1096,9150,SH,DFND,6,9150,0,0,
MONSANTO CO NEW,CMN,61166W101,763,6370,SH,DFND,7,6370,0,0,
MONSTER BEVERAGE CORP NEW,CMN,61174X109,77230,1397820,SH,DFND,1,1395139,0,2681,
MONSTER BEVERAGE CORP NEW,CMN,61174X109,6591,119300,SH,DFND,1,119300,0,0,Put
MONSTER BEVERAGE CORP NEW,CMN,61174X109,2028,36700,SH,DFND,1,36700,0,0,Call
MONSTER BEVERAGE CORP NEW,CMN,61174X109,164372,2975065,SH,DFND,2,2522421,0,452644,
MONSTER BEVERAGE CORP NEW,CMN,61174X109,1133,20505,SH,DFND,3,1562,0,18943,
MONSTER BEVERAGE CORP NEW,CMN,61174X109,1459,26407,SH,DFND,6,26407,0,0,
MOODYS CORP,CMN,615369105,54328,390256,SH,DFND,1,389576,0,680,
MOODYS CORP,CMN,615369105,56723,407461,SH,DFND,2,399727,0,7734,
MOODYS CORP,CMN,615369105,1775,12750,SH,DFND,6,12750,0,0,
MOODYS CORP,CMN,615369105,522,3753,SH,DFND,7,3753,0,0,
MOOG INC,CMN,615394202,9181,110041,SH,DFND,1,110041,0,0,
MOOG INC,CMN,615394202,61215,733727,SH,DFND,2,703171,0,30556,
MORGAN STANLEY,CMN,617446448,235777,4894679,SH,DFND,1,4880423,0,14256,
MORGAN STANLEY,CMN,617446448,103696,2152700,SH,DFND,1,2152700,0,0,Put
MORGAN STANLEY,CMN,617446448,92053,1911000,SH,DFND,1,1911000,0,0,Call
MORGAN STANLEY,CMN,617446448,159412,3309365,SH,DFND,2,3270139,0,39226,
MORGAN STANLEY,CMN,617446448,5639,117055,SH,DFND,3,117055,0,0,
MORGAN STANLEY,CMN,617446448,994,20632,SH,DFND,5,5132,0,15500,
MORGAN STANLEY,CMN,617446448,4239,87994,SH,DFND,6,87994,0,0,
MORGAN STANLEY,CMN,617446448,3228,67016,SH,DFND,7,67016,0,0,
MORGAN STANLEY ASIA PAC FD I,CMN,61744U106,7942,460644,SH,DFND,1,460644,0,0,
MORGAN STANLEY EM MKTS DM DE,CMN,617477104,87,10780,SH,DFND,1,10780,0,0,
MORNINGSTAR INC,CMN,617700109,1204,14168,SH,DFND,1,14168,0,0,
MORNINGSTAR INC,CMN,617700109,1427,16785,SH,DFND,2,15924,0,861,
MOSAIC CO NEW,CMN,61945C103,41288,1912350,SH,DFND,1,1912260,0,90,
MOSAIC CO NEW,CMN,61945C103,8873,411000,SH,DFND,1,411000,0,0,Put
MOSAIC CO NEW,CMN,61945C103,2349,108800,SH,DFND,1,108800,0,0,Call
MOSAIC CO NEW,CMN,61945C103,3037,140669,SH,DFND,2,134269,0,6400,
MOSAIC CO NEW,CMN,61945C103,1277,59167,SH,DFND,6,59167,0,0,
MOSAIC CO NEW,CMN,61945C103,1042,48278,SH,DFND,7,48278,0,0,
MOSYS INC,CMN,619718208,14,14411,SH,DFND,1,14411,0,0,
MOTORCAR PTS AMER INC,CMN,620071100,934,31697,SH,DFND,1,31697,0,0,
MOTOROLA SOLUTIONS INC,CMN,620076307,36546,430609,SH,DFND,1,430461,0,148,
MOTOROLA SOLUTIONS INC,CMN,620076307,2130,25100,SH,DFND,1,25100,0,0,Put
MOTOROLA SOLUTIONS INC,CMN,620076307,7477,88100,SH,DFND,1,88100,0,0,Call
MOTOROLA SOLUTIONS INC,CMN,620076307,13633,160635,SH,DFND,2,155228,0,5407,
MOTOROLA SOLUTIONS INC,CMN,620076307,923,10876,SH,DFND,3,5,0,10871,
MOTOROLA SOLUTIONS INC,CMN,620076307,289,3400,SH,DFND,4,0,0,3400,
MOTOROLA SOLUTIONS INC,CMN,620076307,390,4600,SH,DFND,5,0,0,4600,
MOTOROLA SOLUTIONS INC,CMN,620076307,400,4718,SH,DFND,6,4718,0,0,
MOVADO GROUP INC,CMN,624580106,2189,78167,SH,DFND,1,78167,0,0,
MOVADO GROUP INC,CMN,624580106,563,20091,SH,DFND,2,20091,0,0,
MPLX LP,CMN,55336V100,218334,6236341,SH,DFND,1,6069032,0,167309,
MPLX LP,CMN,55336V100,1050,30000,SH,DFND,1,30000,0,0,Call
MPLX LP,CMN,55336V100,18345,524000,SH,DFND,1,524000,0,0,Put
MPLX LP,CMN,55336V100,382125,10914732,SH,DFND,2,10914732,0,0,
MPLX LP,CMN,55336V100,776,22176,SH,DFND,6,22176,0,0,
MRC GLOBAL INC,CMN,55345K103,3727,213113,SH,DFND,1,213113,0,0,
MRC GLOBAL INC,CMN,55345K103,77,4400,SH,DFND,1,4400,0,0,Put
MRC GLOBAL INC,CMN,55345K103,2,100,SH,DFND,1,100,0,0,Call
MRC GLOBAL INC,CMN,55345K103,1726,98697,SH,DFND,2,98697,0,0,
MSA SAFETY INC,CMN,553498106,15512,195095,SH,DFND,1,195095,0,0,
MSA SAFETY INC,CMN,553498106,17313,217750,SH,DFND,2,217750,0,0,
MSC INDL DIRECT INC,CMN,553530106,29102,385097,SH,DFND,1,385097,0,0,
MSC INDL DIRECT INC,CMN,553530106,2123,28088,SH,DFND,2,25942,0,2146,
MSCI INC,CMN,55354G100,41594,355807,SH,DFND,1,355807,0,0,
MSCI INC,CMN,55354G100,80631,689745,SH,DFND,2,674670,0,15075,
MSG NETWORK INC,CMN,553573106,7969,375910,SH,DFND,1,375910,0,0,
MSG NETWORK INC,CMN,553573106,282,13300,SH,DFND,1,13300,0,0,Call
MSG NETWORK INC,CMN,553573106,8951,422225,SH,DFND,2,422225,0,0,
MTGE INVT CORP,CMN,55378A105,1507,77705,SH,DFND,1,77705,0,0,
MTGE INVT CORP,CMN,55378A105,8,400,SH,DFND,1,400,0,0,Call
MTGE INVT CORP,CMN,55378A105,14,700,SH,DFND,1,700,0,0,Put
MTGE INVT CORP,CMN,55378A105,3064,157949,SH,DFND,2,157949,0,0,
MTS SYS CORP,CMN,553777103,1582,29602,SH,DFND,1,29602,0,0,
MUELLER INDS INC,CMN,624756102,4338,124132,SH,DFND,1,124132,0,0,
MUELLER INDS INC,CMN,624756102,664,19004,SH,DFND,2,19004,0,0,
MUELLER WTR PRODS INC,CMN,624758108,1810,141414,SH,DFND,1,141414,0,0,
MUELLER WTR PRODS INC,CMN,624758108,749,58531,SH,DFND,2,58531,0,0,
MULESOFT INC,CMN,625207105,1065,52856,SH,DFND,1,52056,0,800,
MULTI COLOR CORP,CMN,625383104,1655,20201,SH,DFND,1,20201,0,0,
MULTI COLOR CORP,CMN,625383104,474,5785,SH,DFND,2,5785,0,0,
MURPHY OIL CORP,CMN,626717102,150843,5679314,SH,DFND,1,4429484,0,1249830,
MURPHY OIL CORP,CMN,626717102,653,24600,SH,DFND,1,24600,0,0,Put
MURPHY OIL CORP,CMN,626717102,869,32700,SH,DFND,1,32700,0,0,Call
MURPHY OIL CORP,CMN,626717102,7273,273843,SH,DFND,2,263159,0,10684,
MURPHY OIL CORP,CMN,626717102,223,8402,SH,DFND,6,8402,0,0,
MURPHY USA INC,CMN,626755102,46847,678940,SH,DFND,1,678940,0,0,
MURPHY USA INC,CMN,626755102,1614,23392,SH,DFND,2,22643,0,749,
MURPHY USA INC,CMN,626755102,286,4144,SH,DFND,6,4144,0,0,
MVC CAPITAL INC,CMN,553829102,133,13288,SH,DFND,1,13288,0,0,
MYERS INDS INC,CMN,628464109,1276,60924,SH,DFND,1,60924,0,0,
MYERS INDS INC,CMN,628464109,246,11745,SH,DFND,2,11745,0,0,
MYLAN N V,CMN,N59465109,285290,9094343,SH,DFND,1,8935837,0,158506,
MYLAN N V,CMN,N59465109,6359,202700,SH,DFND,1,202700,0,0,Put
MYLAN N V,CMN,N59465109,2616,83400,SH,DFND,1,83400,0,0,Call
MYLAN N V,CMN,N59465109,17500,557842,SH,DFND,2,527535,0,30307,
MYLAN N V,CMN,N59465109,568,18097,SH,DFND,3,18097,0,0,
MYLAN N V,CMN,N59465109,388,12370,SH,DFND,5,70,0,12300,
MYLAN N V,CMN,N59465109,486,15488,SH,DFND,6,15488,0,0,
MYLAN N V,CMN,N59465109,242,7710,SH,DFND,7,7710,0,0,
MYOKARDIA INC,CMN,62857M105,1727,40305,SH,DFND,1,40305,0,0,
MYOKARDIA INC,CMN,62857M105,501,11701,SH,DFND,2,11701,0,0,
MYOMO INC,CMN,62857J102,84,14045,SH,DFND,1,14045,0,0,
MYR GROUP INC DEL,CMN,55405W104,1215,41687,SH,DFND,1,41687,0,0,
MYR GROUP INC DEL,CMN,55405W104,238,8180,SH,DFND,2,8180,0,0,
MYRIAD GENETICS INC,CMN,62855J104,29964,828190,SH,DFND,1,828190,0,0,
MYRIAD GENETICS INC,CMN,62855J104,402,11100,SH,DFND,1,11100,0,0,Call
MYRIAD GENETICS INC,CMN,62855J104,431,11900,SH,DFND,1,11900,0,0,Put
MYRIAD GENETICS INC,CMN,62855J104,2316,64026,SH,DFND,2,64026,0,0,
NABORS INDUSTRIES LTD,CMN,G6359F103,25823,3199866,SH,DFND,1,3127348,0,72518,
NABORS INDUSTRIES LTD,CMN,G6359F103,1261,156300,SH,DFND,1,156300,0,0,Call
NABORS INDUSTRIES LTD,CMN,G6359F103,1710,211900,SH,DFND,1,211900,0,0,Put
NABORS INDUSTRIES LTD,CMN,G6359F103,4508,558630,SH,DFND,2,558630,0,0,
NABORS INDUSTRIES LTD,CMN,G6359F103,93,11557,SH,DFND,6,11557,0,0,
NACCO INDS INC,CMN,629579103,632,7361,SH,DFND,1,7361,0,0,
NACCO INDS INC,CMN,629579103,201,2337,SH,DFND,2,2337,0,0,
NANOMETRICS INC,CMN,630077105,1846,64093,SH,DFND,1,64093,0,0,
NANOMETRICS INC,CMN,630077105,216,7492,SH,DFND,2,7492,0,0,
NANOSTRING TECHNOLOGIES INC,CMN,63009R109,1423,88055,SH,DFND,1,88055,0,0,
NANOVIRICIDES INC,CMN,630087203,15,12883,SH,DFND,1,12883,0,0,
NANTHEALTH INC,CMN,630104107,565,137220,SH,DFND,1,137220,0,0,
NANTKWEST INC,CMN,63016Q102,237,43258,SH,DFND,1,43258,0,0,
NASDAQ INC,CMN,631103108,81228,1047155,SH,DFND,1,1047155,0,0,
NASDAQ INC,CMN,631103108,47,600,SH,DFND,1,600,0,0,Put
NASDAQ INC,CMN,631103108,403,5200,SH,DFND,1,5200,0,0,Call
NASDAQ INC,CMN,631103108,61007,786471,SH,DFND,2,731884,0,54587,
NASDAQ INC,CMN,631103108,111,1435,SH,DFND,6,1435,0,0,
NASDAQ INC,CMN,631103108,312,4021,SH,OTR,"6,2",0,4021,0,
NASDAQ INC,CMN,631103108,202,2610,SH,DFND,7,2610,0,0,
NATERA INC,CMN,632307104,406,31533,SH,DFND,1,31533,0,0,
NATHANS FAMOUS INC NEW,CMN,632347100,221,2989,SH,DFND,1,2989,0,0,
NATIONAL BEVERAGE CORP,CMN,635017106,3657,29483,SH,DFND,1,29483,0,0,
NATIONAL BEVERAGE CORP,CMN,635017106,10065,81139,SH,DFND,2,81139,0,0,
NATIONAL BK HLDGS CORP,CMN,633707104,2560,71732,SH,DFND,1,71732,0,0,
NATIONAL BK HLDGS CORP,CMN,633707104,638,17868,SH,DFND,2,17868,0,0,
NATIONAL CINEMEDIA INC,CMN,635309107,981,140475,SH,DFND,1,140475,0,0,
NATIONAL CINEMEDIA INC,CMN,635309107,216,30900,SH,DFND,1,30900,0,0,Call
NATIONAL COMM CORP,CMN,63546L102,16731,390915,SH,DFND,2,375150,0,15765,
NATIONAL FUEL GAS CO N J,CMN,636180101,31159,550415,SH,DFND,1,550415,0,0,
NATIONAL FUEL GAS CO N J,CMN,636180101,17,300,SH,DFND,1,300,0,0,Put
NATIONAL FUEL GAS CO N J,CMN,636180101,1973,34860,SH,DFND,2,33534,0,1326,
NATIONAL FUEL GAS CO N J,CMN,636180101,679,11988,SH,DFND,6,11988,0,0,
NATIONAL GEN HLDGS CORP,CMN,636220303,1016,53181,SH,DFND,1,53181,0,0,
NATIONAL GEN HLDGS CORP,CMN,636220303,9767,511111,SH,DFND,2,489679,0,21432,
NATIONAL GEN HLDGS CORP,CMN,636220303,412,21551,SH,DFND,6,21551,0,0,
NATIONAL GRID PLC,CMN,636274409,1384,22062,SH,DFND,1,22062,0,0,
NATIONAL GRID PLC,CMN,636274409,10367,165324,SH,DFND,2,165324,0,0,
NATIONAL GRID PLC,CMN,636274409,946,15079,SH,DFND,6,15079,0,0,
NATIONAL HEALTH INVS INC,CNV,63633DAE4,246,214000,PRN,DFND,1,214000,0,0,
NATIONAL HEALTH INVS INC,CMN,63633D104,8538,110462,SH,DFND,1,110462,0,0,
NATIONAL HEALTH INVS INC,CMN,63633D104,76459,989253,SH,DFND,2,949108,0,40145,
NATIONAL HEALTH INVS INC,CMN,63633D104,290,3749,SH,DFND,6,3749,0,0,
NATIONAL HEALTHCARE CORP,CMN,635906100,1086,17364,SH,DFND,1,17364,0,0,
NATIONAL HEALTHCARE CORP,CMN,635906100,1301,20790,SH,DFND,2,20790,0,0,
NATIONAL INSTRS CORP,CMN,636518102,33508,794604,SH,DFND,1,794604,0,0,
NATIONAL INSTRS CORP,CMN,636518102,3261,77333,SH,DFND,2,71559,0,5774,
NATIONAL OILWELL VARCO INC,CMN,637071101,55654,1557618,SH,DFND,1,1547891,0,9727,
NATIONAL OILWELL VARCO INC,CMN,637071101,1636,45800,SH,DFND,1,45800,0,0,Put
NATIONAL OILWELL VARCO INC,CMN,637071101,4566,127800,SH,DFND,1,127800,0,0,Call
NATIONAL OILWELL VARCO INC,CMN,637071101,20602,576599,SH,DFND,2,562805,0,13794,
NATIONAL OILWELL VARCO INC,CMN,637071101,424,11853,SH,DFND,6,11853,0,0,
NATIONAL PRESTO INDS INC,CMN,637215104,1925,18082,SH,DFND,1,18082,0,0,
NATIONAL RESH CORP,CMN,637372202,200,5318,SH,DFND,1,5318,0,0,
NATIONAL RETAIL PROPERTIES I,CMN,637417106,63106,1514798,SH,DFND,1,1514798,0,0,
NATIONAL RETAIL PROPERTIES I,CMN,637417106,583,14000,SH,DFND,1,14000,0,0,Put
NATIONAL RETAIL PROPERTIES I,CMN,637417106,6590,158192,SH,DFND,2,156419,0,1773,
NATIONAL STORAGE AFFILIATES,CMN,637870106,3030,125015,SH,DFND,1,125015,0,0,
NATIONAL STORAGE AFFILIATES,CMN,637870106,339,13997,SH,DFND,2,13997,0,0,
NATIONAL WESTMINSTER BK PLC,CMN,638539882,202,7938,SH,DFND,1,7938,0,0,
NATIONSTAR MTG HLDGS INC,CMN,63861C109,1042,56099,SH,DFND,1,56099,0,0,
NATIONSTAR MTG HLDGS INC,CMN,63861C109,80,4300,SH,DFND,1,4300,0,0,Put
NATIONSTAR MTG HLDGS INC,CMN,63861C109,243,13100,SH,DFND,1,13100,0,0,Call
NATURAL GAS SERVICES GROUP,CMN,63886Q109,407,14328,SH,DFND,1,14328,0,0,
NATURAL GAS SERVICES GROUP,CMN,63886Q109,227,7992,SH,DFND,2,7992,0,0,
NATURAL HEALTH TRENDS CORP,CMN,63888P406,509,21305,SH,DFND,1,21305,0,0,
NATURAL RESOURCE PARTNERS L,CMN,63900P608,13561,547905,SH,DFND,1,547905,0,0,
NATUS MEDICAL INC DEL,CMN,639050103,3376,90026,SH,DFND,1,90026,0,0,
NATUS MEDICAL INC DEL,CMN,639050103,524,13966,SH,DFND,2,13966,0,0,
NAUTILUS INC,CMN,63910B102,894,52881,SH,DFND,1,52881,0,0,
NAVIDEA BIOPHARMACEUTICALS I,CMN,63937X103,109,262066,SH,DFND,1,262066,0,0,
NAVIENT CORPORATION,CMN,63938C108,32057,2134272,SH,DFND,1,2134272,0,0,
NAVIENT CORPORATION,CMN,63938C108,7627,507800,SH,DFND,1,507800,0,0,Call
NAVIENT CORPORATION,CMN,63938C108,14,900,SH,DFND,1,900,0,0,Put
NAVIENT CORPORATION,CMN,63938C108,23928,1593051,SH,DFND,2,1558914,0,34137,
NAVIENT CORPORATION,CMN,63938C108,823,54777,SH,DFND,3,109,0,54668,
NAVIENT CORPORATION,CMN,63938C108,381,25348,SH,DFND,6,25348,0,0,
NAVIGANT CONSULTING INC,CMN,63935N107,2630,155442,SH,DFND,1,155442,0,0,
NAVIGANT CONSULTING INC,CMN,63935N107,2324,137349,SH,DFND,2,137349,0,0,
NAVIGATOR HOLDINGS LTD,CMN,Y62132108,43,3860,SH,DFND,1,3860,0,0,
NAVIGATOR HOLDINGS LTD,CMN,Y62132108,72,6500,SH,DFND,1,6500,0,0,Put
NAVIGATOR HOLDINGS LTD,CMN,Y62132108,71,6400,SH,DFND,1,6400,0,0,Call
NAVIGATORS GROUP INC,CMN,638904102,3209,54988,SH,DFND,1,54988,0,0,
NAVIGATORS GROUP INC,CMN,638904102,527,9033,SH,DFND,2,9033,0,0,
NAVIOS MARITIME ACQUIS CORP,CMN,Y62159101,101,82933,SH,DFND,1,82933,0,0,
NAVIOS MARITIME HOLDINGS INC,CMN,Y62196103,833,498789,SH,DFND,1,498789,0,0,
NAVISTAR INTL CORP NEW,CMN,63934E108,5104,115820,SH,DFND,1,115820,0,0,
NAVISTAR INTL CORP NEW,CMN,63934E108,1459,33100,SH,DFND,1,33100,0,0,Call
NAVISTAR INTL CORP NEW,CMN,63934E108,2353,53400,SH,DFND,1,53400,0,0,Put
NAVISTAR INTL CORP NEW,CMN,63934E108,1049,23792,SH,DFND,2,23792,0,0,
NAVISTAR INTL CORP NEW,CMN,63934E108,251,5690,SH,DFND,6,5690,0,0,
NBT BANCORP INC,CMN,628778102,3369,91753,SH,DFND,1,91753,0,0,
NBT BANCORP INC,CMN,628778102,843,22959,SH,DFND,2,22959,0,0,
NCI BUILDING SYS INC,CMN,628852204,2590,166031,SH,DFND,1,166031,0,0,
NCR CORP NEW,CMN,62886E108,20737,552696,SH,DFND,1,552696,0,0,
NCR CORP NEW,CMN,62886E108,116,3100,SH,DFND,1,3100,0,0,Put
NCR CORP NEW,CMN,62886E108,428,11400,SH,DFND,1,11400,0,0,Call
NCR CORP NEW,CMN,62886E108,9303,247949,SH,DFND,2,246305,0,1644,
NCS MULTISTAGE HLDGS INC,CMN,628877102,20467,849946,SH,DFND,2,815279,0,34667,
NEENAH PAPER INC,CMN,640079109,4021,47001,SH,DFND,1,47001,0,0,
NEENAH PAPER INC,CMN,640079109,631,7378,SH,DFND,2,7378,0,0,
NEENAH PAPER INC,CMN,640079109,676,7905,SH,DFND,6,7905,0,0,
NEFF CORP,CMN,640094207,509,20359,SH,DFND,1,20359,0,0,
NEKTAR THERAPEUTICS,CMN,640268108,20985,874392,SH,DFND,1,874392,0,0,
NEKTAR THERAPEUTICS,CMN,640268108,960,40000,SH,DFND,1,40000,0,0,Put
NEKTAR THERAPEUTICS,CMN,640268108,960,40000,SH,DFND,1,40000,0,0,Call
NEKTAR THERAPEUTICS,CMN,640268108,1791,74633,SH,DFND,2,74633,0,0,
NELNET INC,CMN,64031N108,1327,26280,SH,DFND,1,26280,0,0,
NELNET INC,CMN,64031N108,476,9430,SH,DFND,2,9430,0,0,
NEOGEN CORP,CMN,640491106,6941,89608,SH,DFND,1,89608,0,0,
NEOGEN CORP,CMN,640491106,13772,177792,SH,DFND,2,177792,0,0,
NEOGEN CORP,CMN,640491106,548,7074,SH,DFND,6,7074,0,0,
NEOGENOMICS INC,CMN,64049M209,212,19068,SH,DFND,1,19068,0,0,
NEOGENOMICS INC,CMN,64049M209,172,15448,SH,DFND,2,15448,0,0,
NEOGENOMICS INC,CMN,64049M209,257,23054,SH,DFND,6,23054,0,0,
NEOPHOTONICS CORP,CMN,64051T100,610,109797,SH,DFND,1,109797,0,0,
NEOPHOTONICS CORP,CMN,64051T100,173,31152,SH,DFND,2,31152,0,0,
NET 1 UEPS TECHNOLOGIES INC,CMN,64107N206,110,11310,SH,DFND,1,11310,0,0,
NETAPP INC,CMN,64110D104,55321,1264190,SH,DFND,1,1264190,0,0,
NETAPP INC,CMN,64110D104,306,7000,SH,DFND,1,7000,0,0,Put
NETAPP INC,CMN,64110D104,2731,62400,SH,DFND,1,62400,0,0,Call
NETAPP INC,CMN,64110D104,20800,475330,SH,DFND,2,465323,0,10007,
NETAPP INC,CMN,64110D104,924,21124,SH,DFND,3,106,0,21018,
NETAPP INC,CMN,64110D104,283,6476,SH,DFND,6,6476,0,0,
NETEASE INC,CMN,64110W102,65513,248334,SH,DFND,1,237754,0,10580,
NETEASE INC,CMN,64110W102,10974,41600,SH,DFND,1,41600,0,0,Call
NETEASE INC,CMN,64110W102,23268,88200,SH,DFND,1,88200,0,0,Put
NETEASE INC,CMN,64110W102,35490,134527,SH,DFND,2,134527,0,0,
NETEASE INC,CMN,64110W102,13315,50472,SH,DFND,3,50472,0,0,
NETFLIX INC,CMN,64110L106,760786,4195125,SH,DFND,1,4113992,0,81133,
NETFLIX INC,CMN,64110L106,134126,739600,SH,DFND,1,739600,0,0,Put
NETFLIX INC,CMN,64110L106,146005,805100,SH,DFND,1,805100,0,0,Call
NETFLIX INC,CMN,64110L106,205992,1135879,SH,DFND,2,1006138,0,129741,
NETFLIX INC,CMN,64110L106,2886,15916,SH,DFND,3,15916,0,0,
NETFLIX INC,CMN,64110L106,2915,16073,SH,DFND,6,16073,0,0,
NETFLIX INC,CMN,64110L106,652,3593,SH,OTR,"6,2",0,3593,0,
NETFLIX INC,CMN,64110L106,1126,6211,SH,DFND,7,6211,0,0,
NETGEAR INC,CMN,64111Q104,7240,152094,SH,DFND,1,152094,0,0,
NETGEAR INC,CMN,64111Q104,2702,56756,SH,DFND,2,56756,0,0,
NETLIST INC,CMN,64118P109,17,23509,SH,DFND,1,23509,0,0,
NETQIN MOBILE INC,CMN,64118U108,236,67452,SH,DFND,1,67452,0,0,
NETQIN MOBILE INC,CMN,64118U108,240,68700,SH,DFND,1,68700,0,0,Put
NETQIN MOBILE INC,CMN,64118U108,301,85900,SH,DFND,1,85900,0,0,Call
NETSCOUT SYS INC,CMN,64115T104,39306,1215012,SH,DFND,1,1215012,0,0,
NETSCOUT SYS INC,CMN,64115T104,73332,2266844,SH,DFND,2,2183148,0,83696,
NETSHOES CAYMAN LTD,CMN,G6455X107,588,44713,SH,DFND,3,44713,0,0,
NETWORK 1 TECHNOLOGIES INC,CMN,64121N109,174,45123,SH,DFND,1,45123,0,0,
NEUROCRINE BIOSCIENCES INC,CMN,64125C109,87802,1432808,SH,DFND,1,1432808,0,0,
NEUROCRINE BIOSCIENCES INC,CMN,64125C109,5668,92500,SH,DFND,1,92500,0,0,Call
NEUROCRINE BIOSCIENCES INC,CMN,64125C109,61620,1005549,SH,DFND,2,994811,0,10738,
NEURODERM LTD,CMN,M74231107,14355,369029,SH,DFND,1,369029,0,0,
NEVRO CORP,CMN,64157F103,29448,324032,SH,DFND,1,324032,0,0,
NEVRO CORP,CMN,64157F103,79980,880061,SH,DFND,2,867404,0,12657,
NEVSUN RES LTD,CMN,64156L101,33,15325,SH,DFND,1,15325,0,0,
NEW GOLD INC CDA,CMN,644535106,5664,1526741,SH,DFND,1,1526741,0,0,
NEW GOLD INC CDA,CMN,644535106,186,50000,SH,DFND,1,50000,0,0,Call
NEW GOLD INC CDA,CMN,644535106,406,109467,SH,DFND,2,109467,0,0,
NEW GOLD INC CDA,CMN,644535106,71,19111,SH,DFND,3,19111,0,0,
NEW HOME CO INC,CMN,645370107,305,27305,SH,DFND,1,27305,0,0,
NEW HOME CO INC,CMN,645370107,785,70372,SH,DFND,2,70372,0,0,
NEW JERSEY RES,CMN,646025106,29833,707773,SH,DFND,1,707773,0,0,
NEW JERSEY RES,CMN,646025106,75161,1783177,SH,DFND,2,1711413,0,71764,
NEW JERSEY RES,CMN,646025106,229,5440,SH,DFND,6,5440,0,0,
NEW MEDIA INVT GROUP INC,CMN,64704V106,3739,252806,SH,DFND,1,252806,0,0,
NEW MEDIA INVT GROUP INC,CMN,64704V106,2039,137830,SH,DFND,2,137830,0,0,
NEW MTN FIN CORP,CNV,647551AB6,290,282000,PRN,DFND,1,282000,0,0,
NEW MTN FIN CORP,CMN,647551100,2300,161407,SH,DFND,1,161407,0,0,
NEW MTN FIN CORP,CNV,647551AB6,2060,2000000,PRN,DFND,2,2000000,0,0,
NEW ORIENTAL ED & TECH GRP I,CMN,647581107,92346,1046290,SH,DFND,1,1046290,0,0,
NEW ORIENTAL ED & TECH GRP I,CMN,647581107,212,2400,SH,DFND,1,2400,0,0,Put
NEW ORIENTAL ED & TECH GRP I,CMN,647581107,109390,1239408,SH,DFND,2,1239408,0,0,
NEW ORIENTAL ED & TECH GRP I,CMN,647581107,3500,39657,SH,DFND,3,37699,0,1958,
NEW RELIC INC,CMN,64829B100,5238,105186,SH,DFND,1,105186,0,0,
NEW RELIC INC,CMN,64829B100,14476,290677,SH,DFND,2,290677,0,0,
NEW RELIC INC,CMN,64829B100,251,5050,SH,DFND,6,5050,0,0,
NEW RESIDENTIAL INVT CORP,CMN,64828T201,35756,2137222,SH,DFND,1,2137222,0,0,
NEW RESIDENTIAL INVT CORP,CMN,64828T201,1630,97450,SH,DFND,2,91227,0,6223,
NEW SR INVT GROUP INC,CMN,648691103,1947,212829,SH,DFND,1,212829,0,0,
NEW SR INVT GROUP INC,CMN,648691103,144,15783,SH,DFND,2,15783,0,0,
NEW YORK & CO INC,CMN,649295102,21,10331,SH,DFND,1,10331,0,0,
NEW YORK CMNTY BANCORP INC,CMN,649445103,49965,3876251,SH,DFND,1,3876251,0,0,
NEW YORK CMNTY BANCORP INC,CMN,649445103,370,28700,SH,DFND,1,28700,0,0,Call
NEW YORK CMNTY BANCORP INC,CMN,649445103,473,36700,SH,DFND,1,36700,0,0,Put
NEW YORK CMNTY BANCORP INC,CMN,649445103,33712,2615366,SH,DFND,2,2610462,0,4904,
NEW YORK CMNTY BANCORP INC,CMN,649445103,802,62189,SH,DFND,6,62189,0,0,
NEW YORK MTG TR INC,CMN,649604501,889,144619,SH,DFND,1,144619,0,0,
NEW YORK MTG TR INC,CMN,649604501,181,29455,SH,DFND,2,29455,0,0,
NEW YORK REIT INC,CMN,64976L109,2399,305561,SH,DFND,1,305561,0,0,
NEW YORK TIMES CO,CMN,650111107,9403,479754,SH,DFND,1,479754,0,0,
NEW YORK TIMES CO,CMN,650111107,1385,70666,SH,DFND,2,70666,0,0,
NEW YORK TIMES CO,CMN,650111107,293,14956,SH,DFND,6,14956,0,0,
NEWELL RUBBERMAID INC,CMN,651229106,65354,1531609,SH,DFND,1,1478191,0,53418,
NEWELL RUBBERMAID INC,CMN,651229106,4480,105000,SH,DFND,1,105000,0,0,Call
NEWELL RUBBERMAID INC,CMN,651229106,2479,58100,SH,DFND,1,58100,0,0,Put
NEWELL RUBBERMAID INC,CMN,651229106,81220,1903447,SH,DFND,2,1820281,0,83166,
